poem_poem_id,诗名,花名,朝代,poem_top10_ids,poem_top10_names,poem_top10_scores,ana_top10_ids,ana_top10_names,ana_top10_scores
781,紫 薇,紫薇,宋,"[986, 183, 997, 837, 127, 909, 610, 7, 800, 211]","[""荀秀才送蜡梅十枝奇甚为赋此诗"", ""海棠歌"", ""咏瑞香"", ""菊 花"", ""朝中措"", ""邵伯梵行寺山茶"", ""石竹花"", ""再用前韵"", ""八月十七日天竺山送桂花分贈元素"", ""黄海棠""]","[0.4646, 0.3823, 0.3249, 0.3138, 0.3008, 0.2982, 0.2859, 0.2808, 0.2737, 0.2705]","[179, 388, 748, 182, 934, 181, 202, 896, 363, 406]","[""折海棠戏赠圣俞"", ""惜牡丹花"", ""槿 花(其-)"", ""张园海棠"", ""叹庭前甘菊花"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""赏海棠三绝"", ""卖花声"", ""远公亭牡丹"", ""水龙吟""]","[0.9414, 0.9394, 0.936, 0.9358, 0.9301, 0.9293, 0.9292, 0.9281, 0.928, 0.9261]"
800,八月十七日天竺山送桂花分贈元素,桂花,宋,"[181, 985, 933, 5, 917, 544, 958, 960, 909, 999]","[""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""蜡梅一首贈赵景貺"", ""咏甘菊"", ""和秦太虚梅花"", ""王伯扬所藏赵昌芙蓉"", ""望海潮"", ""蝶恋花"", ""定风波"", ""邵伯梵行寺山茶"", ""西江月""]","[0.5529, 0.4977, 0.4925, 0.478, 0.4196, 0.4027, 0.3844, 0.38, 0.3742, 0.3398]","[804, 817, 798, 956, 827, 608, 951, 7, 857, 813]","[""东城桂"", ""古香慢"", ""岩 桂"", ""留春 令"", ""滴滴金"", ""贺新郎"", ""红梅四首(其一)"", ""再用前韵"", ""晚香轩"", ""霜天晓角""]","[0.933, 0.93, 0.9216, 0.9203, 0.9201, 0.9195, 0.9161, 0.9156, 0.9135, 0.9128]"
804,东城桂,桂花,唐,"[369, 829, 962, 663, 774, 255, 919, 388, 155, 607]","[""牡 丹"", ""咏金钱花"", ""水仙花"", ""白 莲"", ""题画鸡冠花"", ""潘岳爱桃"", ""芙蓉"", ""惜牡丹花"", ""贺新郎"", ""庆清朝""]","[0.3285, 0.3252, 0.3072, 0.2958, 0.2709, 0.2503, 0.238, 0.2007, 0.1889, 0.1778]","[800, 7, 608, 817, 6, 956, 906, 701, 266, 639]","[""八月十七日天竺山送桂花分贈元素"", ""再用前韵"", ""贺新郎"", ""古香慢"", ""十一月二十六日，松风亭下梅花盛开，"", ""留春 令"", ""茶轩为陈惟寅赋"", ""惜红衣"", ""杏‘ 花"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教""]","[0.933, 0.9255, 0.9252, 0.9242, 0.9221, 0.9156, 0.9141, 0.9125, 0.9103, 0.9075]"
817,古香慢,桂花,宋,"[260, 224, 959, 770, 137, 642, 155, 956, 465, 703]","[""露 华"", ""宴清都"", ""小重山"", ""水龙吟蓼花"", ""江梅引"", ""张静婉采莲曲"", ""贺新郎"", ""留春 令"", ""玲珑四犯"", ""水龙吟""]","[0.825, 0.7931, 0.6434, 0.6153, 0.5716, 0.5529, 0.5466, 0.5327, 0.5322, 0.5246]","[607, 956, 959, 701, 984, 608, 704, 481, 919, 149]","[""庆清朝"", ""留春 令"", ""小重山"", ""惜红衣"", ""贺新郎"", ""贺新郎"", ""水龙吟白莲"", ""喜迁莺"", ""芙蓉"", ""疏 影""]","[0.9453, 0.9418, 0.9412, 0.9406, 0.9398, 0.9393, 0.9386, 0.9375, 0.9359, 0.935]"
824,菩萨蛮,秋葵,宋,"[979, 515, 975, 516, 495, 291, 958, 760, 840, 544]","[""菩萨蛮"", ""水龙吟"", ""水仙花"", ""水龙吟"", ""柳花词三首"", ""画堂春"", ""蝶恋花"", ""蝶恋花"", ""采菊篇"", ""望海潮""]","[0.6454, 0.5056, 0.4549, 0.4544, 0.3933, 0.3546, 0.3365, 0.3199, 0.3048, 0.2999]","[857, 791, 470, 764, 789, 137, 979, 291, 827, 840]","[""晚香轩"", ""曼陀罗"", ""金沙花"", ""蓼 花"", ""金钗股"", ""江梅引"", ""菩萨蛮"", ""画堂春"", ""滴滴金"", ""采菊篇""]","[0.9387, 0.9385, 0.9371, 0.9367, 0.9364, 0.9352, 0.9335, 0.9322, 0.9308, 0.9306]"
827,滴滴金,滴滴金,宋,"[369, 663, 521, 951, 843, 228, 896, 783, 559, 12]","[""牡 丹"", ""白 莲"", ""木棉花歌"", ""红梅四首(其一)"", ""万年厉员外宅赏残菊"", ""桃 花"", ""卖花声"", ""芦 花"", ""定风波"", ""十一月中旬扶风界见梅花""]","[0.3238, 0.3102, 0.2844, 0.2479, 0.2281, 0.2202, 0.22, 0.2128, 0.2097, 0.1998]","[791, 789, 798, 824, 363, 979, 840, 857, 218, 746]","[""曼陀罗"", ""金钗股"", ""岩 桂"", ""菩萨蛮"", ""远公亭牡丹"", ""菩萨蛮"", ""采菊篇"", ""晚香轩"", ""如梦令"", ""白槿花""]","[0.9403, 0.9385, 0.9355, 0.9308, 0.929, 0.9282, 0.9274, 0.9273, 0.9272, 0.9258]"
829,咏金钱花,金钱花,唐,"[255, 804, 925, 843, 663, 898, 388, 369, 12, 953]","[""潘岳爱桃"", ""东城桂"", ""芙 蓉"", ""万年厉员外宅赏残菊"", ""白 莲"", ""鹪鸪天"", ""惜牡丹花"", ""牡 丹"", ""十一月中旬扶风界见梅花"", ""题延平刘郎中廷信所藏红梅""]","[0.356, 0.3252, 0.3137, 0.3085, 0.2973, 0.2509, 0.2442, 0.2273, 0.1962, 0.1908]","[223, 603, 896, 611, 255, 937, 268, 470, 699, 979]","[""二月二十四夜饮海棠下作"", ""榴 花"", ""卖花声"", ""石竹花"", ""潘岳爱桃"", ""野菊"", ""杏 花"", ""金沙花"", ""踏莎行"", ""菩萨蛮""]","[0.947, 0.9309, 0.9304, 0.9302, 0.9299, 0.9266, 0.9261, 0.9256, 0.9248, 0.9247]"
832,蘋 花,蘋花,清,"[639, 853, 895, 421, 979, 764, 824, 516, 495, 840]","[""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""刘员外寄移菊"", ""阮郎归"", ""兰 花"", ""菩萨蛮"", ""蓼 花"", ""菩萨蛮"", ""水龙吟"", ""柳花词三首"", ""采菊篇""]","[1.0, 1.0, 1.0, 0.2637, 0.2424, 0.2171, 0.1851, 0.1699, 0.1632, 0.1566]","[702, 835, 857, 770, 975, 470, 764, 782, 783, 218]","[""洞仙歌令"", ""舟上采菊"", ""晚香轩"", ""水龙吟蓼花"", ""水仙花"", ""金沙花"", ""蓼 花"", ""同儿曹赋芦花"", ""芦 花"", ""如梦令""]","[0.9384, 0.9358, 0.9256, 0.9241, 0.9188, 0.9184, 0.9179, 0.9178, 0.9152, 0.9145]"
857,晚香轩,菊花,明,"[837, 974, 747, 926, 610, 321, 7, 543, 603, 986]","[""菊 花"", ""水 仙"", ""槿"", ""窗前木芙蓉"", ""石竹花"", ""梨 花"", ""再用前韵"", ""水龙吟"", ""榴 花"", ""荀秀才送蜡梅十枝奇甚为赋此诗""]","[0.3714, 0.2353, 0.2157, 0.2123, 0.1991, 0.1989, 0.1969, 0.193, 0.1917, 0.191]","[899, 938, 834, 934, 895, 470, 949, 791, 611, 900]","[""南乡子"", ""野菊座主闲闲公命作"", ""饮 酒（其五）"", ""叹庭前甘菊花"", ""阮郎归"", ""金沙花"", ""红 梅"", ""曼陀罗"", ""石竹花"", ""小桃红""]","[0.9554, 0.9525, 0.9524, 0.9511, 0.9483, 0.9462, 0.9458, 0.9457, 0.9456, 0.945]"
856,晚香轩,菊花,明,"[833, 600, 179, 746, 135, 934, 919, 791, 905, 938]","[""和郭主簿二首(其二)"", ""西园石榴开"", ""折海棠戏赠圣俞"", ""白槿花"", ""渔家傲"", ""叹庭前甘菊花"", ""芙蓉"", ""曼陀罗"", ""茶轩为陈惟寅赋"", ""野菊座主闲闲公命作""]","[0.3671, 0.3324, 0.3223, 0.2912, 0.2538, 0.2496, 0.2486, 0.242, 0.2401, 0.2301]","[938, 853, 837, 872, 841, 939, 933, 843, 857, 840]","[""野菊座主闲闲公命作"", ""刘员外寄移菊"", ""菊 花"", ""题菊花"", ""山园草间菊数枝开，席地独酌"", ""野菊再奉座主闲闲公命作"", ""咏甘菊"", ""万年厉员外宅赏残菊"", ""晚香轩"", ""采菊篇""]","[0.9546, 0.9528, 0.9501, 0.9495, 0.9495, 0.9493, 0.9446, 0.9403, 0.9392, 0.9367]"
798,岩 桂,桂花,宋,"[202, 749, 339, 906, 268, 472, 607, 947, 933, 747]","[""赏海棠三绝"", ""咏槿花"", ""绣 球"", ""茶轩为陈惟寅赋"", ""杏 花"", ""后土庙琼花诗二首"", ""庆清朝"", ""红 梅"", ""咏甘菊"", ""槿""]","[0.345, 0.3395, 0.3278, 0.317, 0.3001, 0.2952, 0.2911, 0.2837, 0.2784, 0.2656]","[813, 612, 746, 827, 791, 185, 749, 748, 137, 470]","[""霜天晓角"", ""赋石竹"", ""白槿花"", ""滴滴金"", ""曼陀罗"", ""海 棠"", ""咏槿花"", ""槿 花(其-)"", ""江梅引"", ""金沙花""]","[0.9419, 0.9365, 0.9359, 0.9355, 0.9351, 0.9322, 0.9297, 0.9296, 0.9296, 0.9292]"
853,刘员外寄移菊,菊花,唐,"[639, 832, 895, 421, 979, 764, 824, 516, 495, 840]","[""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""蘋 花"", ""阮郎归"", ""兰 花"", ""菩萨蛮"", ""蓼 花"", ""菩萨蛮"", ""水龙吟"", ""柳花词三首"", ""采菊篇""]","[1.0, 1.0, 1.0, 0.2637, 0.2424, 0.2171, 0.1851, 0.1699, 0.1632, 0.1566]","[856, 939, 841, 938, 840, 900, 937, 943, 611, 933]","[""晚香轩"", ""野菊再奉座主闲闲公命作"", ""山园草间菊数枝开，席地独酌"", ""野菊座主闲闲公命作"", ""采菊篇"", ""小桃红"", ""野菊"", ""如梦令"", ""石竹花"", ""咏甘菊""]","[0.9528, 0.9521, 0.9506, 0.9504, 0.9493, 0.9469, 0.9453, 0.9447, 0.9431, 0.9417]"
796,桂 花,桂花,元,"[369, 266, 703, 2, 782, 6, 939, 542, 933, 945]","[""牡 丹"", ""杏‘ 花"", ""水龙吟"", ""咏梅花"", ""同儿曹赋芦花"", ""十一月二十六日，松风亭下梅花盛开，"", ""野菊再奉座主闲闲公命作"", ""浪淘沙"", ""咏甘菊"", ""岭上红梅""]","[0.3024, 0.2992, 0.291, 0.2799, 0.2688, 0.2538, 0.2409, 0.2386, 0.2309, 0.2178]","[835, 218, 857, 470, 521, 934, 791, 601, 827, 817]","[""舟上采菊"", ""如梦令"", ""晚香轩"", ""金沙花"", ""木棉花歌"", ""叹庭前甘菊花"", ""曼陀罗"", ""榴 花"", ""滴滴金"", ""古香慢""]","[0.9368, 0.9356, 0.9306, 0.9297, 0.9279, 0.927, 0.9257, 0.9244, 0.9222, 0.9221]"
850,九 日,菊花,明,"[847, 839, 834, 472, 951, 12, 638, 211, 599, 793]","[""八月二十八日子容过对菊"", ""墨菊二首(其二)"", ""饮 酒（其五）"", ""后土庙琼花诗二首"", ""红梅四首(其一)"", ""十一月中旬扶风界见梅花"", ""采莲曲"", ""黄海棠"", ""海 榴"", ""咏 桂""]","[0.4538, 0.3349, 0.2821, 0.2567, 0.2511, 0.2373, 0.229, 0.1809, 0.1781, 0.1764]","[847, 834, 857, 219, 899, 949, 938, 470, 227, 707]","[""八月二十八日子容过对菊"", ""饮 酒（其五）"", ""晚香轩"", ""如梦令"", ""南乡子"", ""红 梅"", ""野菊座主闲闲公命作"", ""金沙花"", ""绯桃花歌"", ""迈陂塘""]","[0.9517, 0.95, 0.9412, 0.9354, 0.9331, 0.9326, 0.9303, 0.9303, 0.9303, 0.9285]"
793,咏 桂,桂花,唐,"[595, 834, 564, 472, 638, 951, 933, 917, 850, 949]","[""咏邻女东窗海石榴"", ""饮 酒（其五）"", ""赋虞美人草"", ""后土庙琼花诗二首"", ""采莲曲"", ""红梅四首(其一)"", ""咏甘菊"", ""王伯扬所藏赵昌芙蓉"", ""九 日"", ""红 梅""]","[0.762, 0.2369, 0.2222, 0.2194, 0.209, 0.2029, 0.1872, 0.1805, 0.1764, 0.1697]","[817, 607, 259, 704, 223, 931, 608, 639, 701, 699]","[""古香慢"", ""庆清朝"", ""定风波"", ""水龙吟白莲"", ""二月二十四夜饮海棠下作"", ""婆罗门引"", ""贺新郎"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""惜红衣"", ""踏莎行""]","[0.924, 0.9138, 0.9132, 0.9114, 0.9111, 0.9099, 0.9091, 0.9075, 0.9055, 0.9051]"
792,春桂问答二首,桂花,唐,"[900, 218, 759, 544, 760, 702, 791, 346, 966, 938]","[""小桃红"", ""如梦令"", ""南柯子"", ""望海潮"", ""蝶恋花"", ""洞仙歌令"", ""曼陀罗"", ""木 兰"", ""水仙花"", ""野菊座主闲闲公命作""]","[0.5696, 0.4938, 0.3609, 0.3601, 0.3563, 0.353, 0.3416, 0.3373, 0.3294, 0.3136]","[157, 346, 495, 898, 900, 934, 329, 182, 817, 760]","[""代迎春花招刘郎中"", ""木 兰"", ""柳花词三首"", ""鹪鸪天"", ""小桃红"", ""叹庭前甘菊花"", ""腊前月季"", ""张园海棠"", ""古香慢"", ""蝶恋花""]","[0.9294, 0.9227, 0.9224, 0.9223, 0.9202, 0.9201, 0.9199, 0.9192, 0.9186, 0.9181]"
813,霜天晓角,桂花,宋,"[704, 903, 146, 900, 984, 140, 327, 703, 155, 608]","[""水龙吟白莲"", ""绛都春"", ""一尊红"", ""小桃红"", ""贺新郎"", ""汉宫春"", ""东风第一枝"", ""水龙吟"", ""贺新郎"", ""贺新郎""]","[0.4941, 0.4544, 0.4376, 0.4252, 0.4149, 0.4135, 0.3739, 0.3606, 0.3502, 0.3379]","[798, 185, 791, 187, 704, 601, 764, 817, 598, 934]","[""岩 桂"", ""海 棠"", ""曼陀罗"", ""海棠"", ""水龙吟白莲"", ""榴 花"", ""蓼 花"", ""古香慢"", ""榴 花"", ""叹庭前甘菊花""]","[0.9419, 0.9355, 0.9311, 0.9288, 0.9264, 0.9262, 0.9261, 0.926, 0.9253, 0.9242]"
839,墨菊二首(其二),菊花,明,"[472, 850, 505, 223, 847, 896, 951, 227, 596, 406]","[""后土庙琼花诗二首"", ""九 日"", ""如梦"", ""二月二十四夜饮海棠下作"", ""八月二十八日子容过对菊"", ""卖花声"", ""红梅四首(其一)"", ""绯桃花歌"", ""赋园中所有"", ""水龙吟""]","[0.3444, 0.3349, 0.3337, 0.2639, 0.2524, 0.2491, 0.2389, 0.2288, 0.2138, 0.2134]","[938, 917, 857, 598, 187, 939, 226, 791, 905, 843]","[""野菊座主闲闲公命作"", ""王伯扬所藏赵昌芙蓉"", ""晚香轩"", ""榴 花"", ""海棠"", ""野菊再奉座主闲闲公命作"", ""风雨看舟前落花戏为新句"", ""曼陀罗"", ""茶轩为陈惟寅赋"", ""万年厉员外宅赏残菊""]","[0.9277, 0.919, 0.9154, 0.9111, 0.9105, 0.9095, 0.9074, 0.9072, 0.9071, 0.9062]"
903,绛都春,雁来红,清,"[327, 146, 505, 703, 813, 150, 987, 608, 817, 957]","[""东风第一枝"", ""一尊红"", ""如梦"", ""水龙吟"", ""霜天晓角"", ""疏 影"", ""戏咏蜡梅二首"", ""贺新郎"", ""古香慢"", ""玉楼春""]","[0.6537, 0.5379, 0.4887, 0.4582, 0.4544, 0.454, 0.4453, 0.4252, 0.4251, 0.4209]","[833, 637, 783, 955, 944, 704, 608, 834, 614, 607]","[""和郭主簿二首(其二)"", ""观鑫"", ""芦 花"", ""种红梅一株于竹下赋此"", ""红 梅"", ""水龙吟白莲"", ""贺新郎"", ""饮 酒（其五）"", ""雨过山村"", ""庆清朝""]","[0.9373, 0.9338, 0.9327, 0.9325, 0.9298, 0.9286, 0.9275, 0.9265, 0.9247, 0.9241]"
840,采菊篇,菊花,南朝梁,"[824, 569, 255, 696, 610, 609, 747, 225, 321, 746]","[""菩萨蛮"", ""虞美人"", ""潘岳爱桃"", ""玉楼春"", ""石竹花"", ""石竹咏"", ""槿"", ""摸鱼儿"", ""梨 花"", ""白槿花""]","[0.3048, 0.2934, 0.2615, 0.2484, 0.2483, 0.2171, 0.2142, 0.2142, 0.2108, 0.21]","[853, 791, 900, 933, 857, 856, 917, 837, 817, 919]","[""刘员外寄移菊"", ""曼陀罗"", ""小桃红"", ""咏甘菊"", ""晚香轩"", ""晚香轩"", ""王伯扬所藏赵昌芙蓉"", ""菊 花"", ""古香慢"", ""芙蓉""]","[0.9493, 0.944, 0.9438, 0.9403, 0.9393, 0.9367, 0.9356, 0.935, 0.934, 0.9334]"
899,南乡子,菊花,宋,"[544, 157, 979, 516, 515, 291, 960, 748, 760, 975]","[""望海潮"", ""代迎春花招刘郎中"", ""菩萨蛮"", ""水龙吟"", ""水龙吟"", ""画堂春"", ""定风波"", ""槿 花(其-)"", ""蝶恋花"", ""水仙花""]","[0.5208, 0.5191, 0.4844, 0.4582, 0.4467, 0.4345, 0.4191, 0.4131, 0.3942, 0.3683]","[857, 847, 938, 897, 939, 932, 944, 611, 900, 896]","[""晚香轩"", ""八月二十八日子容过对菊"", ""野菊座主闲闲公命作"", ""鹧鸪天"", ""野菊再奉座主闲闲公命作"", ""酷相思"", ""红 梅"", ""石竹花"", ""小桃红"", ""卖花声""]","[0.9554, 0.9517, 0.9498, 0.9479, 0.943, 0.9411, 0.941, 0.9406, 0.9394, 0.9389]"
841,山园草间菊数枝开，席地独酌,菊花,宋,"[955, 559, 896, 985, 481, 909, 986, 608, 183, 136]","[""种红梅一株于竹下赋此"", ""定风波"", ""卖花声"", ""蜡梅一首贈赵景貺"", ""喜迁莺"", ""邵伯梵行寺山茶"", ""荀秀才送蜡梅十枝奇甚为赋此诗"", ""贺新郎"", ""海棠歌"", ""孤雁儿""]","[0.4703, 0.4498, 0.4496, 0.373, 0.3527, 0.347, 0.3453, 0.3418, 0.328, 0.3267]","[853, 856, 837, 943, 939, 938, 872, 933, 843, 937]","[""刘员外寄移菊"", ""晚香轩"", ""菊 花"", ""如梦令"", ""野菊再奉座主闲闲公命作"", ""野菊座主闲闲公命作"", ""题菊花"", ""咏甘菊"", ""万年厉员外宅赏残菊"", ""野菊""]","[0.9506, 0.9495, 0.9479, 0.9454, 0.944, 0.9424, 0.9418, 0.939, 0.9359, 0.935]"
837,菊 花,菊花,宋,"[986, 857, 183, 7, 781, 841, 6, 997, 609, 599]","[""荀秀才送蜡梅十枝奇甚为赋此诗"", ""晚香轩"", ""海棠歌"", ""再用前韵"", ""紫 薇"", ""山园草间菊数枝开，席地独酌"", ""十一月二十六日，松风亭下梅花盛开，"", ""咏瑞香"", ""石竹咏"", ""海 榴""]","[0.4317, 0.3714, 0.354, 0.3533, 0.3138, 0.2948, 0.2821, 0.2705, 0.2641, 0.2563]","[856, 841, 857, 853, 872, 938, 933, 939, 840, 943]","[""晚香轩"", ""山园草间菊数枝开，席地独酌"", ""晚香轩"", ""刘员外寄移菊"", ""题菊花"", ""野菊座主闲闲公命作"", ""咏甘菊"", ""野菊再奉座主闲闲公命作"", ""采菊篇"", ""如梦令""]","[0.9501, 0.9479, 0.9443, 0.941, 0.9405, 0.9401, 0.9394, 0.938, 0.935, 0.9318]"
843,万年厉员外宅赏残菊,菊花,唐,"[663, 962, 829, 12, 369, 827, 953, 996, 149, 898]","[""白 莲"", ""水仙花"", ""咏金钱花"", ""十一月中旬扶风界见梅花"", ""牡 丹"", ""滴滴金"", ""题延平刘郎中廷信所藏红梅"", ""瑞香花新开(五首之一)"", ""疏 影"", ""鹪鸪天""]","[0.4286, 0.323, 0.3085, 0.2627, 0.2455, 0.2281, 0.2064, 0.1884, 0.184, 0.1773]","[938, 856, 899, 853, 939, 841, 872, 857, 900, 388]","[""野菊座主闲闲公命作"", ""晚香轩"", ""南乡子"", ""刘员外寄移菊"", ""野菊再奉座主闲闲公命作"", ""山园草间菊数枝开，席地独酌"", ""题菊花"", ""晚香轩"", ""小桃红"", ""惜牡丹花""]","[0.954, 0.9403, 0.9388, 0.9386, 0.9375, 0.9359, 0.9353, 0.9352, 0.9342, 0.9319]"
847,八月二十八日子容过对菊,菊花,明,"[850, 934, 839, 472, 939, 7, 6, 782, 599, 291]","[""九 日"", ""叹庭前甘菊花"", ""墨菊二首(其二)"", ""后土庙琼花诗二首"", ""野菊再奉座主闲闲公命作"", ""再用前韵"", ""十一月二十六日，松风亭下梅花盛开，"", ""同儿曹赋芦花"", ""海 榴"", ""画堂春""]","[0.4538, 0.2627, 0.2524, 0.2179, 0.216, 0.2138, 0.2085, 0.1998, 0.198, 0.1887]","[899, 850, 857, 227, 603, 944, 611, 834, 470, 934]","[""南乡子"", ""九 日"", ""晚香轩"", ""绯桃花歌"", ""榴 花"", ""红 梅"", ""石竹花"", ""饮 酒（其五）"", ""金沙花"", ""叹庭前甘菊花""]","[0.9517, 0.9517, 0.9401, 0.9363, 0.9331, 0.9329, 0.9321, 0.9321, 0.9316, 0.9292]"
835,舟上采菊,菊花,宋,"[768, 440, 783, 607, 223, 905, 259, 959, 937, 150]","[""迷仙引"", ""六 丑"", ""芦 花"", ""庆清朝"", ""二月二十四夜饮海棠下作"", ""茶轩为陈惟寅赋"", ""定风波"", ""小重山"", ""野菊"", ""疏 影""]","[0.4249, 0.4245, 0.3727, 0.2789, 0.2754, 0.2729, 0.27, 0.2689, 0.2665, 0.2608]","[770, 782, 637, 857, 984, 702, 966, 796, 832, 817]","[""水龙吟蓼花"", ""同儿曹赋芦花"", ""观鑫"", ""晚香轩"", ""贺新郎"", ""洞仙歌令"", ""水仙花"", ""桂 花"", ""蘋 花"", ""古香慢""]","[0.9434, 0.9426, 0.9421, 0.9416, 0.9414, 0.9407, 0.9379, 0.9368, 0.9358, 0.9348]"
898,鹪鸪天,菊花,宋,"[900, 957, 544, 466, 975, 135, 958, 515, 782, 800]","[""小桃红"", ""玉楼春"", ""望海潮"", ""贺新郎"", ""水仙花"", ""渔家傲"", ""蝶恋花"", ""水龙吟"", ""同儿曹赋芦花"", ""八月十七日天竺山送桂花分贈元素""]","[0.3196, 0.3109, 0.3104, 0.3042, 0.3041, 0.283, 0.2819, 0.2704, 0.2618, 0.2617]","[900, 938, 853, 406, 363, 843, 934, 542, 857, 789]","[""小桃红"", ""野菊座主闲闲公命作"", ""刘员外寄移菊"", ""水龙吟"", ""远公亭牡丹"", ""万年厉员外宅赏残菊"", ""叹庭前甘菊花"", ""浪淘沙"", ""晚香轩"", ""金钗股""]","[0.9591, 0.9355, 0.9354, 0.9306, 0.9276, 0.9272, 0.9266, 0.9255, 0.9241, 0.924]"
834,饮 酒（其五）,菊花,晋,"[850, 793, 638, 951, 291, 847, 708, 597, 949, 946]","[""九 日"", ""咏 桂"", ""采莲曲"", ""红梅四首(其一)"", ""画堂春"", ""八月二十八日子容过对菊"", ""念奴娇"", ""榴 花"", ""红 梅"", ""红 梅""]","[0.2821, 0.2369, 0.2338, 0.2169, 0.2086, 0.1882, 0.1835, 0.1829, 0.1787, 0.1625]","[857, 850, 470, 226, 707, 949, 223, 938, 899, 610]","[""晚香轩"", ""九 日"", ""金沙花"", ""风雨看舟前落花戏为新句"", ""迈陂塘"", ""红 梅"", ""二月二十四夜饮海棠下作"", ""野菊座主闲闲公命作"", ""南乡子"", ""石竹花""]","[0.9524, 0.95, 0.9492, 0.9417, 0.9409, 0.9388, 0.9377, 0.9366, 0.9364, 0.9354]"
833,和郭主簿二首(其二),菊花,晋,"[746, 856, 791, 938, 919, 837, 905, 756, 934, 610]","[""白槿花"", ""晚香轩"", ""曼陀罗"", ""野菊座主闲闲公命作"", ""芙蓉"", ""菊 花"", ""茶轩为陈惟寅赋"", ""白秋海棠"", ""叹庭前甘菊花"", ""石竹花""]","[0.4951, 0.3671, 0.2238, 0.2213, 0.2213, 0.2202, 0.2159, 0.2102, 0.1951, 0.193]","[939, 903, 938, 966, 759, 856, 899, 834, 226, 329]","[""野菊再奉座主闲闲公命作"", ""绛都春"", ""野菊座主闲闲公命作"", ""水仙花"", ""南柯子"", ""晚香轩"", ""南乡子"", ""饮 酒（其五）"", ""风雨看舟前落花戏为新句"", ""腊前月季""]","[0.9388, 0.9373, 0.937, 0.9356, 0.9352, 0.933, 0.9299, 0.9274, 0.9268, 0.9252]"
900,小桃红,菊花,清,"[792, 760, 702, 218, 343, 140, 943, 813, 759, 703]","[""春桂问答二首"", ""蝶恋花"", ""洞仙歌令"", ""如梦令"", ""念奴娇"", ""汉宫春"", ""如梦令"", ""霜天晓角"", ""南柯子"", ""水龙吟""]","[0.5696, 0.5093, 0.4885, 0.4634, 0.4445, 0.4312, 0.4278, 0.4252, 0.4242, 0.374]","[898, 363, 853, 857, 840, 791, 406, 946, 899, 748]","[""鹪鸪天"", ""远公亭牡丹"", ""刘员外寄移菊"", ""晚香轩"", ""采菊篇"", ""曼陀罗"", ""水龙吟"", ""红 梅"", ""南乡子"", ""槿 花(其-)""]","[0.9591, 0.9478, 0.9469, 0.945, 0.9438, 0.9434, 0.9418, 0.94, 0.9394, 0.9394]"
895,阮郎归,菊花,清,"[832, 639, 853, 421, 979, 764, 824, 516, 495, 840]","[""蘋 花"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""刘员外寄移菊"", ""兰 花"", ""菩萨蛮"", ""蓼 花"", ""菩萨蛮"", ""水龙吟"", ""柳花词三首"", ""采菊篇""]","[1.0, 1.0, 1.0, 0.2637, 0.2424, 0.2171, 0.1851, 0.1699, 0.1632, 0.1566]","[857, 934, 900, 840, 223, 919, 137, 611, 227, 607]","[""晚香轩"", ""叹庭前甘菊花"", ""小桃红"", ""采菊篇"", ""二月二十四夜饮海棠下作"", ""芙蓉"", ""江梅引"", ""石竹花"", ""绯桃花歌"", ""庆清朝""]","[0.9483, 0.9398, 0.933, 0.9323, 0.9311, 0.9293, 0.9286, 0.9283, 0.9283, 0.9283]"
897,鹧鸪天,菊花,宋,"[961, 564, 932, 515, 958, 149, 699, 136, 999, 343]","[""王充道送水仙花五十枝"", ""赋虞美人草"", ""酷相思"", ""水龙吟"", ""蝶恋花"", ""疏 影"", ""踏莎行"", ""孤雁儿"", ""西江月"", ""念奴娇""]","[0.4365, 0.4019, 0.3551, 0.3409, 0.3125, 0.3027, 0.2737, 0.2655, 0.2651, 0.2608]","[939, 943, 899, 872, 853, 938, 856, 841, 937, 837]","[""野菊再奉座主闲闲公命作"", ""如梦令"", ""南乡子"", ""题菊花"", ""刘员外寄移菊"", ""野菊座主闲闲公命作"", ""晚香轩"", ""山园草间菊数枝开，席地独酌"", ""野菊"", ""菊 花""]","[0.9529, 0.9513, 0.9479, 0.943, 0.9377, 0.9348, 0.9332, 0.9324, 0.9313, 0.931]"
