ID,诗名,花名,朝代,月份,正文_preview,top10_tokens,top5_preview
956,留春 令,红梅,宋,十一月,玉妃春醉，夜寒吹堕，江南风月。一自情留馆娃宫，在竹外、尤清绝,"[[""竹"", 0.047937121242284775], [""寒"", 0.03353751823306084], [""江"", 0.0316602885723114], [""月"", 0.030838118866086006], [""雪"", 0.022423574700951576], [""春"", 0.02226601354777813], [""夜"", 0.021893853321671486], [""冷"", 0.02018486149609089], [""一"", 0.019733548164367676], [""黄"", 0.019065674394369125]]",竹、寒、江、月、雪
957,玉楼春,红梅,宋,十一月,当日岭头相见处。玉骨冰肌元淡伫。近来因甚要浓妆，不管满城桃杏,"[[""城"", 0.05170576646924019], [""霞"", 0.04531198367476463], [""炉"", 0.034749098122119904], [""脸"", 0.03261168673634529], [""岭"", 0.030645208433270454], [""冷"", 0.02469984069466591], [""日"", 0.02328203059732914], [""管"", 0.02199903130531311], [""桃"", 0.020001616328954697], [""香"", 0.019902458414435387]]",城、霞、炉、脸、岭
944,红 梅,红梅,宋,十一月,华灯收尽红梅落， 别有横枝照林薄。天教阆苑染芳根， 不住山城,"[[""垫"", 0.007007197476923466], [""浪"", 0.006963985972106457], [""山"", 0.006383522413671017], [""梨"", 0.006309119053184986], [""芬"", 0.005976708605885506], [""阗"", 0.005971543490886688], [""苑"", 0.0054664914496243], [""主"", 0.005091207101941109], [""城"", 0.004853882826864719], [""凉"", 0.004852356389164925]]",垫、浪、山、梨、芬
945,岭上红梅,红梅,宋,十一月,雾雨胭脂照松竹， 江南春风一枝足。满城桃李各嫣然， 寂寞倾城,"[[""李"", 0.10231505334377289], [""城"", 0.08183112740516663], [""脂"", 0.05235832557082176], [""花"", 0.038495540618896484], [""江"", 0.0346548967063427], [""愁"", 0.03031720221042633], [""桃"", 0.028129026293754578], [""枝"", 0.028034646064043045], [""松"", 0.02753198891878128], [""嫣"", 0.026170780882239342]]",李、城、脂、花、江
946,红 梅,红梅,宋,十一月,"家住寒溪曲， 梅先杂暖春。
学妆如小女， 聚笑发丹唇。
野杏","[[""笑"", 0.05424923077225685], [""溪"", 0.053419023752212524], [""山"", 0.03931652382016182], [""邻"", 0.03389287367463112], [""家"", 0.03290323168039322], [""唇"", 0.03255665674805641], [""野"", 0.02981092408299446], [""庾"", 0.026317991316318512], [""江"", 0.025441588833928108], [""园"", 0.02470802702009678]]",笑、溪、山、邻、家
947,红 梅,红梅,宋,十一月,"怕愁贪睡独开迟， 自恐冰容不入时。
故作小红桃杏色， 尚余孤","[[""肌"", 0.07865261286497116], [""叶"", 0.04845548793673515], [""愁"", 0.045913372188806534], [""孤"", 0.03320053964853287], [""雪"", 0.02548358403146267], [""梅"", 0.023750504478812218], [""霜"", 0.0206327885389328], [""姿"", 0.01929917186498642], [""睡"", 0.0168529711663723], [""态"", 0.01662653684616089]]",肌、叶、愁、孤、雪
958,蝶恋花,红梅,宋,十一月,两岸月桥花半吐。红透肌香，暗把游人误。尽道武陵溪上路。不知迷,"[[""月"", 0.03578650578856468], [""汗"", 0.03528059646487236], [""脂"", 0.034848473966121674], [""江"", 0.0328960046172142], [""溪"", 0.03104577213525772], [""武"", 0.02370544895529747], [""胭"", 0.020401081070303917], [""霜"", 0.02009693533182144], [""君"", 0.01734478585422039], [""道"", 0.017009742558002472]]",月、汗、脂、江、溪
949,红 梅,红梅,明,十一月,陇头人未来， 江南春几许？ 惆帐玉箫声， 吹落胭脂雨。,"[[""雨"", 0.2151729166507721], [""箫"", 0.10634263604879379], [""玉"", 0.08226429671049118], [""脂"", 0.06424203515052795], [""陇"", 0.06233196705579758], [""春"", 0.05235106125473976], [""落"", 0.047282371670007706], [""江"", 0.0365271233022213], [""帐"", 0.032329704612493515], [""人"", 0.029282063245773315]]",雨、箫、玉、脂、陇
951,红梅四首(其一),红梅,元,十一月,"彩凤穿花啄石苔， 玉窗琼户紫烟开。
山人不说罗浮梦， 却忆玄","[[""花"", 0.07526171207427979], [""凤"", 0.06303068995475769], [""梦"", 0.05429108813405037], [""山"", 0.04941515997052193], [""苔"", 0.04905495047569275], [""观"", 0.04467356204986572], [""烟"", 0.04150561988353729], [""啄"", 0.03898317739367485], [""栽"", 0.037140972912311554], [""窗"", 0.035881370306015015]]",花、凤、梦、山、苔
948,红 梅,红梅,宋,十一月,"酒力欺朝寒， 潮红上妆面。
桃李漫同时， 输了春风半。","[[""潮"", 0.15933649241924286], [""寒"", 0.11178173124790192], [""李"", 0.0878124088048935], [""朝"", 0.07481656968593597], [""桃"", 0.07324346899986267], [""风"", 0.07110906392335892], [""漫"", 0.03740694746375084], [""红"", 0.034640971571207047], [""力"", 0.027562886476516724], [""春"", 0.02438950166106224]]",潮、寒、李、朝、桃
955,种红梅一株于竹下赋此,红梅,清,十一月,文窗一碧，萧萧相倚，静袅茶烟一炷。籜龙昨夜叫秋空，似怨道、天,"[[""寒"", 0.09774819761514664], [""夜"", 0.04635407403111458], [""苔"", 0.044259946793317795], [""碧"", 0.04124235361814499], [""瘦"", 0.02914527803659439], [""窗"", 0.028309883549809456], [""怨"", 0.02422396093606949], [""妆"", 0.02276805229485035], [""翠"", 0.01986376941204071], [""秋"", 0.017412835732102394]]",寒、夜、苔、碧、瘦
953,题延平刘郎中廷信所藏红梅,红梅,明,十一月,"莫种西湖浅水滨， 水清花艳各伤神。
春光不与花相妒， 花到开","[[""湖"", 0.0595303550362587], [""西"", 0.04574783518910408], [""花"", 0.03966817259788513], [""妒"", 0.03631603345274925], [""春"", 0.03274321183562279], [""光"", 0.030546637251973152], [""莫"", 0.028013907372951508], [""滨"", 0.0271147508174181], [""与"", 0.025283776223659515], [""清"", 0.024945516139268875]]",湖、西、花、妒、春
952,红梅四首(其二),红梅,元,十一月,"玉妃步月影毿毿， 宴罢瑶池酒正酣。
半夜不知香露冷， 春风吹","[[""枝"", 0.009367491118609905], [""山"", 0.00867512822151184], [""江"", 0.008402638137340546], [""香"", 0.006954171694815159], [""花"", 0.006431112997233868], [""苗"", 0.006324583664536476], [""梅"", 0.005951894447207451], [""芬"", 0.005731875542551279], [""葩"", 0.005702703259885311], [""池"", 0.005247205495834351]]",枝、山、江、香、花
974,水 仙,水仙花,明,十二月,"罗带无风翠自流， 晚寒微单玉搔头。
九疑不见苍梧远， 怜取湘","[[""翠"", 0.104227714240551], [""梧"", 0.09675862640142441], [""寒"", 0.06313987821340561], [""愁"", 0.06252749264240265], [""搔"", 0.05326193943619728], [""苍"", 0.04758734256029129], [""江"", 0.04192912206053734], [""玉"", 0.03599172830581665], [""带"", 0.03224407136440277], [""风"", 0.03190808370709419]]",翠、梧、寒、愁、搔
999,西江月,瑞香,宋,十二月,公子眼花乱发，老夫鼻观先通。领巾飘下瑞香风，惊起谪仙春梦。 ,"[[""梦"", 0.060206033289432526], [""愁"", 0.05393807217478752], [""土"", 0.0386384055018425], [""眼"", 0.03614712506532669], [""祠"", 0.033758606761693954], [""飘"", 0.031958144158124924], [""莱"", 0.02902955934405327], [""花"", 0.02719939313828945], [""风"", 0.025988595560193062], [""玉"", 0.023449217900633812]]",梦、愁、土、眼、祠
997,咏瑞香,瑞香,宋,十二月,"玲珑巧蹙紫罗裳， 令得东君著意妆。
带露欲开宜暖日， 临风微","[[""罗"", 0.05628020316362381], [""珑"", 0.045856375247240067], [""玲"", 0.04507002234458923], [""风"", 0.041932474821805954], [""霜"", 0.039665307849645615], [""梦"", 0.039090391248464584], [""露"", 0.03863781690597534], [""窗"", 0.0357704684138298], [""熏"", 0.03429897502064705], [""采"", 0.026798613369464874]]",罗、珑、玲、风、霜
996,瑞香花新开(五首之一),瑞香,宋,十二月,"外著明霞绮， 中裁淡玉纱。
森森千万笥， 旋旋两三花。
小霁","[[""霞"", 0.035050369799137115], [""花"", 0.0329778715968132], [""风"", 0.027487153187394142], [""幕"", 0.025797003880143166], [""香"", 0.025067966431379318], [""麝"", 0.024856053292751312], [""纱"", 0.022622516378760338], [""兰"", 0.021965395659208298], [""三"", 0.021959058940410614], [""著"", 0.02189418114721775]]",霞、花、风、幕、香
995,瑞香花,瑞香,宋,十二月,"万粒丛芳破雪残， 曲房深院闭春寒。
紫紫青青云锦被， 百叠薰","[[""云"", 0.06281649321317673], [""雪"", 0.04220300912857056], [""房"", 0.03938138484954834], [""花"", 0.031946294009685516], [""锦"", 0.03109583631157875], [""粒"", 0.02664683759212494], [""兰"", 0.024372952058911324], [""丛"", 0.024351665750145912], [""梅"", 0.02224418893456459], [""枯"", 0.022064531221985817]]",云、雪、房、花、锦
961,王充道送水仙花五十枝,水仙花,宋,十二月,"凌波仙子生尘袜， 水上盈盈步微月。
是谁招此断肠魂， 种作寒","[[""城"", 0.08617159724235535], [""愁"", 0.06498289853334427], [""山"", 0.042017754167318344], [""花"", 0.038873136043548584], [""笑"", 0.038535792380571365], [""肠"", 0.029893692582845688], [""波"", 0.026999684050679207], [""袜"", 0.024701900780200958], [""门"", 0.020692098885774612], [""弟"", 0.020332934334874153]]",城、愁、山、花、笑
962,水仙花,水仙花,宋,十二月,"岁华摇落物萧然， 一种清风绝可怜。
不许淤泥侵皓素； 全凭风","[[""露"", 0.07094946503639221], [""涪"", 0.04317088797688484], [""湘"", 0.039904411882162094], [""婵"", 0.0299487616866827], [""淤"", 0.02903207205235958], [""物"", 0.02800028584897518], [""玉"", 0.02736666612327099], [""粉"", 0.02650291472673416], [""皓"", 0.026449134573340416], [""泥"", 0.025203589349985123]]",露、涪、湘、婵、淤
987,戏咏蜡梅二首,蜡梅,宋,十二月,"其一
金蓓锁春寒, 恼人香未展。
虽无桃李颜， 风味极不浅。","[[""山"", 0.04231613501906395], [""露"", 0.03662782907485962], [""香"", 0.027982667088508606], [""蔷"", 0.0266084223985672], [""薇"", 0.025778992101550102], [""寒"", 0.023784436285495758], [""暗"", 0.02282821200788021], [""麝"", 0.022398697212338448], [""风"", 0.0214308463037014], [""一"", 0.021314868703484535]]",山、露、香、蔷、薇
985,蜡梅一首贈赵景貺,蜡梅,宋,十二月,"天工点酥作梅花， 此有蜡梅禅老家。
蜜蜂采花作黄蜡， 取蜡为","[[""钵"", 0.03706248849630356], [""梦"", 0.03285964950919151], [""山"", 0.0296749509871006], [""夜"", 0.027643222361803055], [""松"", 0.0248265340924263], [""蜡"", 0.02109529636800289], [""酥"", 0.020917575806379318], [""叶"", 0.01956690289080143], [""玉"", 0.018358323723077774], [""蜂"", 0.01830800250172615]]",钵、梦、山、夜、松
986,荀秀才送蜡梅十枝奇甚为赋此诗,蜡梅,宋,十二月,"与梅同谱又同时， 我为评香似更奇。
痛饮便判千日醉， 清狂顿","[[""枝"", 0.05259685218334198], [""蜂"", 0.048318397253751755], [""蜜"", 0.04100724682211876], [""影"", 0.03854258358478546], [""脾"", 0.0332002192735672], [""割"", 0.031411491334438324], [""壶"", 0.029833465814590454], [""梅"", 0.0288600642234087], [""插"", 0.026760336011648178], [""香"", 0.024864137172698975]]",枝、蜂、蜜、影、脾
984,贺新郎,水仙花,宋,十二月,云卧衣裳冷。看萧然、风前月下，水边幽影。罗袜生尘凌波去，汤沐,"[[""冷"", 0.014376230537891388], [""雨"", 0.01419252809137106], [""酒"", 0.013380348682403564], [""水"", 0.013118820264935493], [""烟"", 0.012898282147943974], [""一"", 0.012003425508737564], [""波"", 0.011784718371927738], [""题"", 0.01095343753695488], [""解"", 0.010347043164074421], [""我"", 0.010151424445211887]]",冷、雨、酒、水、烟
983,庆宫春,水仙花,宋,十二月,明玉擎金，纤罗飘带，为君起舞回雪。柔影参差，幽芳零乱；翠围腰,"[[""叶"", 0.015450214967131615], [""花"", 0.008218846283853054], [""飘"", 0.007902173325419426], [""香"", 0.007481491193175316], [""夜"", 0.007203999906778336], [""沙"", 0.006648159120231867], [""愁"", 0.006613414268940687], [""魄"", 0.006557032000273466], [""翠"", 0.006500439718365669], [""冰"", 0.00649967510253191]]",叶、花、飘、香、夜
982,金人捧露盘,水仙花,宋,十二月,梦湘云，吟湘月，吊湘灵。有谁见、罗袜尘生。凌波步弱，背人羞整,"[[""香"", 0.02646329253911972], [""叶"", 0.017937544733285904], [""蕙"", 0.01638883166015148], [""吟"", 0.013799082487821579], [""寒"", 0.011476520448923111], [""馥"", 0.010962176136672497], [""惊"", 0.010732333175837994], [""花"", 0.009762220084667206], [""黄"", 0.009554777294397354], [""灵"", 0.008333463221788406]]",香、叶、蕙、吟、寒
979,菩萨蛮,水仙花,宋,十二月,高梧叶下秋光晚，珍丛花出黄金盏。还似去年时，傍栏三两枝。 人,"[[""梧"", 0.04702518507838249], [""蜜"", 0.03700292482972145], [""飞"", 0.036679115146398544], [""珍"", 0.036154840141534805], [""花"", 0.03546545282006264], [""叶"", 0.03451286256313324], [""蜂"", 0.032918911427259445], [""丛"", 0.022191917523741722], [""枝"", 0.022059885784983635], [""栏"", 0.02160782739520073]]",梧、蜜、飞、珍、花
975,水仙花,水仙,清,十二月,澧兰沅芷若为邻， 澹荡疑生罗袜尘。昨夜月明川上立， 不知解佩,"[[""佩"", 0.036570992320775986], [""兰"", 0.014573550783097744], [""水"", 0.014066879637539387], [""浪"", 0.012798150070011616], [""芷"", 0.012703140266239643], [""写"", 0.011839515529572964], [""夜"", 0.011811311356723309], [""照"", 0.011420262977480888], [""吟"", 0.011410794220864773], [""黄"", 0.011224036104977131]]",佩、兰、水、浪、芷
966,水仙花,水仙花,宋,十二月,"早于桃李晚于梅， 冰雪肌肤姑射来。
明月寒霜中夜静， 素娥青","[[""李"", 0.06210556998848915], [""明"", 0.056979771703481674], [""桃"", 0.0486726351082325], [""霜"", 0.047967616468667984], [""肤"", 0.04568390175700188], [""夜"", 0.04444967210292816], [""徘"", 0.043190017342567444], [""青"", 0.04113621264696121], [""寒"", 0.0383162759244442], [""姑"", 0.03586705029010773]]",李、明、桃、霜、肤
