ID,诗名,朝代,花名,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths
636,采莲曲,金,荷花,14,云|水|春望|柳|砧杵|秋|莲塘|莲花|蒲|袁柳|边塞|远水|鱼|鹧鸪,依依|冉冉|凉风|悠悠|斜日|水|波上|洋洋|渺渺|田田|艳红|蒲|谁家|轻舟|长江|鱼,水:2|云:2|边塞:1|远水:1|莲花:1|春望:1|袁柳:1|秋:1|砧杵:1|莲塘:1|鹧鸪:1|柳:1|蒲:1|鱼:1,卷一/天文类/云|卷一/地舆类/水|卷三/游眺类/春望|卷四/树木类/柳|?/砧杵|卷一/时令类/秋|卷一/地舆类/莲塘|卷四/百花类/莲花|卷三/百草类/蒲|?/袁柳|卷一/地舆类/边塞|?/远水|卷四/鳞介类/鱼|卷四/飞禽类/鹧鸪
637,观鑫,清,荷花,22,丰年|云|关隘|十六夜月|古镜|喜雪|夏|夏夜|天|巫|桔皋|水|池|游春|牧童|秋|美人|苔|酒旗|雨|雪意|鵞,一雨|云|低昂|倾国|冯夷|凉风|古镜|天|巫|归去|明月|池|濯濯|留人|看花|破块|荷叶|襟带|赏心|跳珠|长啸|青钱,夏:1|苔:1|古镜:1|喜雪:1|秋:1|酒旗:1|十六夜月:1|丰年:1|雨:1|美人:1|雪意:1|桔皋:1|夏夜:1|水:1|游春:1|鵞:1|牧童:1|关隘:1|池:1|天:1|巫:1|云:1,卷一/时令类/丰年|卷一/天文类/云|卷一/地舆类/关隘|卷一/天文类/十六夜月|卷三/器用类上/古镜|卷一/天文类/喜雪|卷一/时令类/夏|卷一/时令类/夏夜|卷一/天文类/天|?/巫|?/桔皋|卷一/地舆类/水|卷一/地舆类/池|卷一/时令类/游春|卷二/人品类/牧童|卷一/时令类/秋|卷二/丽人类/美人|卷三/百草类/苔|卷三/器用类上/酒旗|卷一/天文类/雨|卷一/天文类/雪意|?/鵞
638,采莲曲,唐,荷花,37,白莲花|花|待月|怀友|月|浦|芙蓉|莲花|雁|书|倦绣|儒师|冬|几|凫|城|寒食雨|山居|帷幙|日|春|曝日|柳|橘|江|玉|珍珠花|白菊|秋风|红树|红梅|美人|舟|莲塘|藕|送春|风,采莲|花|江上|浦|相思|莲花|雁|书|佳人|兰桡|共蒂|关山|几|凫|别离|北海|千里|叶翠|城|官道|寒江|徘徊|怅望|月徘徊|有节|桑叶|江|江南|浩荡|玉|秋风|稠叠|绿水|罗裙|芙蓉|花红|藕|轻摇|风,白莲花:6|花:5|待月:3|芙蓉:2|怀友:2|莲花:2|月:2|雁:2|浦:2|莲塘:1|秋风:1|舟:1|美人:1|珍珠花:1|红梅:1|柳:1|山居:1|红树:1|春:1|帷幙:1|送春:1|橘:1|儒师:1|日:1|曝日:1|倦绣:1|白菊:1|冬:1|寒食雨:1|凫:1|玉:1|江:1|城:1|藕:1|书:1|风:1|几:1,卷四/百花类/白莲花|卷四/百花类/花|卷一/天文类/待月|卷二/师友类/怀友|卷一/天文类/月|卷一/地舆类/浦|?/芙蓉|卷四/百花类/莲花|?/雁|?/书|卷二/丽人类/倦绣|卷二/师友类/儒师|卷一/时令类/冬|卷三/器用类上/几|卷四/飞禽类/凫|卷二/宫室类/城|卷一/节序类/寒食雨|卷二/宫室类/山居|卷三/服饰类/帷幙|卷一/天文类/日|卷一/时令类/春|?/曝日|卷四/树木类/柳|?/橘|卷一/地舆类/江|卷三/珍宝类/玉|卷四/百花类/珍珠花|卷四/百花类/白菊|卷一/天文类/秋风|卷四/竹木类/红树|卷四/百花类/红梅|卷二/丽人类/美人|卷三/器用类上/舟|卷一/地舆类/莲塘|卷四/百果类/藕|卷一/时令类/送春|卷一/天文类/风
639,奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教,唐,荷花,28,官|山|日|江|云峰|冠|冬雨|华山|夏日途中|怀友|扇|月夜访友|月影|江湖|泰山|游春|瀑布泉|秋|称誉|笋|老牛|舟|芙蓉|走马|锦|镜|雁|雷,官|山|江|不正|何处|大明|天门|太白|婆娑|寒光|崔嵬|度云|扇|插花|日|明珠|水平|百里|相思|秋|红云|舟|芙蓉|走马|里玉|锦|镜|鞭笞|鸾凤,日:2|江:2|官:2|山:2|夏日途中:1|走马:1|冠:1|瀑布泉:1|冬雨:1|月影:1|月夜访友:1|芙蓉:1|雁:1|华山:1|雷:1|云峰:1|游春:1|笋:1|江湖:1|怀友:1|泰山:1|老牛:1|称誉:1|秋:1|镜:1|舟:1|锦:1|扇:1,?/官|卷一/地舆类/山|卷一/天文类/日|卷一/地舆类/江|卷一/天文类/云峰|卷三/服饰类/冠|卷一/天文类/冬雨|卷一/地舆类/华山|?/夏日途中|卷二/师友类/怀友|卷三/器用类上/扇|卷二/师友类/月夜访友|卷一/天文类/月影|?/江湖|卷一/地舆类/泰山|卷一/时令类/游春|卷一/地舆类/瀑布泉|卷一/时令类/秋|卷二/志气类/称誉|卷四/竹木类/笋|卷四/走兽类/老牛|卷三/器用类上/舟|?/芙蓉|卷四/走兽类/走马|卷三/珍宝类/锦|卷三/器用类上/镜|?/雁|卷一/天文类/雷
640,古 意,唐,荷花,7,华山|云|山|春风|木|橘|藕,一片|入口|太华|开花|根株|玉井|藕|青壁,华山:2|春风:1|云:1|橘:1|山:1|木:1|藕:1,卷一/地舆类/华山|卷一/天文类/云|卷一/地舆类/山|卷一/天文类/春风|卷四/竹木类/木|?/橘|卷四/百果类/藕
641,赠荷花,唐,荷花,7,花|云|园亭|天|尘|蒲|闺感,花|卷舒|叶长|天|尘|相映|红菡萏|翠减,花:4|园亭:1|云:1|蒲:1|闺感:1|尘:1|天:1,卷四/百花类/花|卷一/天文类/云|卷二/宫室类/园亭|卷一/天文类/天|卷一/地舆类/尘|卷三/百草类/蒲|卷二/丽人类/闺感
642,张静婉采莲曲,唐,荷花,38,春|月|藕|上元|云|云峰|亡|公子|六部尚书|园|城|夏日|女壻|带|故宫|桥|残蝶|水|海棠|溪|烛|燕|画水|石|秋|竹|笋|罗|老松|花|莲子|莲花|莺|送春|香|马|鸳鸯|龙,春|月|藕|一尺|云|交交|似月|公子|兰膏|城|娇娆|拂水|无力|朝天|杨柳|桥|水|清光|溪|燕|留连|秋|粼粼|红玉|绿萍|罗|舞衣|花|莲子|送雨来|门前|零落|飘烟|香|马|鲛绡|麒麟|龙,春:3|月:2|藕:2|烛:1|石:1|园:1|笋:1|画水:1|故宫:1|公子:1|六部尚书:1|残蝶:1|女壻:1|上元:1|莲花:1|老松:1|海棠:1|竹:1|莺:1|鸳鸯:1|云峰:1|亡:1|莲子:1|送春:1|带:1|夏日:1|燕:1|云:1|城:1|桥:1|水:1|马:1|龙:1|秋:1|罗:1|花:1|香:1|溪:1,卷一/时令类/春|卷一/天文类/月|卷四/百果类/藕|卷一/节序类/上元|卷一/天文类/云|卷一/天文类/云峰|?/亡|卷二/人品类/公子|卷二/百官类/六部尚书|卷一/地舆类/园|卷二/宫室类/城|?/夏日|卷二/人伦类/女壻|卷三/服饰类/带|卷二/宫室类/故宫|卷一/地舆类/桥|卷四/昆虫类/残蝶|卷一/地舆类/水|?/海棠|卷一/地舆类/溪|卷三/器用类下/烛|卷四/飞禽类/燕|卷三/书画类/画水|卷一/地舆类/石|卷一/时令类/秋|卷四/竹木类/竹|卷四/竹木类/笋|?/罗|卷四/树木类/老松|卷四/百花类/花|卷四/百果类/莲子|卷四/百花类/莲花|卷四/飞禽类/莺|卷一/时令类/送春|卷三/器用类下/香|卷四/走兽类/马|卷四/飞禽类/鸳鸯|卷四/鳞介类/龙
643,古采莲,元,荷花,14,夏夜|春日|水|江湖|沙|画梅|白莲花|舟|花|裳|雨|飘|鸽|鼓,兰舟|冯夷|冷香|归来|明月|桂楫|花|裳|迟迟|采莲|霏霏|风吹|飘|鼓,沙:1|画梅:1|水:1|雨:1|江湖:1|舟:1|白莲花:1|春日:1|鸽:1|夏夜:1|花:1|裳:1|飘:1|鼓:1,卷一/时令类/夏夜|?/春日|卷一/地舆类/水|?/江湖|卷一/地舆类/沙|卷三/书画类/画梅|卷四/百花类/白莲花|卷三/器用类上/舟|卷四/百花类/花|卷三/服饰类/裳|卷一/天文类/雨|?/飘|卷四/飞禽类/鸽|卷三/音乐类/鼓
644,莲塘曲,元,荷花,21,东宫属官|夏|断琴|春|春日书怀|月影|机杼|果园|水|灯花|舟|芙蓉|芳草|藕|裳|观涨|酒旗|镜|风|鸳鸯|鸽,一点芳心|归来|柳塘|梦魂|水|满架|珠碎|织锦|舟|芙蓉|花间|芳草|藕|裁成|裳|邯郸道|镜|青萍|风|香满|鸳鸯,夏:1|春:1|鸳鸯:1|灯花:1|观涨:1|机杼:1|月影:1|东宫属官:1|春日书怀:1|鸽:1|酒旗:1|芳草:1|断琴:1|果园:1|芙蓉:1|风:1|水:1|藕:1|裳:1|舟:1|镜:1,?/东宫属官|卷一/时令类/夏|卷三/音乐类/断琴|卷一/时令类/春|?/春日书怀|卷一/天文类/月影|卷三/器用类上/机杼|卷一/地舆类/果园|卷一/地舆类/水|卷三/器用类下/灯花|卷三/器用类上/舟|?/芙蓉|卷三/百草类/芳草|卷四/百果类/藕|卷三/服饰类/裳|卷一/地舆类/观涨|卷三/器用类上/酒旗|卷三/器用类上/镜|卷一/天文类/风|卷四/飞禽类/鸳鸯|卷四/飞禽类/鸽
645,徐两山寄莲花,明,荷花,16,倦绣|地炉|夏|慵粧|槐|水|烟|秋水|秋风|芙蓉|落梅|葡萄|钟|除夜|雨|香,悠扬|明年|有恨|未晚|水|烟|玉指|秋水|秋风|结子|绿房|芙蓉|银塘|银瓶|雨|香,秋风:1|夏:1|芙蓉:1|倦绣:1|慵粧:1|钟:1|地炉:1|秋水:1|葡萄:1|落梅:1|除夜:1|槐:1|水:1|雨:1|烟:1|香:1,卷二/丽人类/倦绣|卷三/器用类上/地炉|卷一/时令类/夏|卷二/丽人类/慵粧|卷四/树木类/槐|卷一/地舆类/水|卷一/天文类/烟|卷一/地舆类/秋水|卷一/天文类/秋风|?/芙蓉|卷四/百花类/落梅|卷四/百果类/葡萄|卷三/音乐类/钟|卷一/节序类/除夜|卷一/天文类/雨|卷三/器用类下/香
646,晚 莲,唐,荷花,6,千叶菊|妓女|江|海棠|溪居|白莲花,幽恨|暮雨|棹歌|残香|江|露冷,白莲花:1|千叶菊:1|妓女:1|溪居:1|海棠:1|江:1,卷四/百花类/千叶菊|卷二/丽人类/妓女|卷一/地舆类/江|?/海棠|卷二/宫室类/溪居|卷四/百花类/白莲花
647,莲塘霁望,唐,荷花,15,新秋|春径|春日书怀|江亭|江城|潮|牛|牧童|白莲花|秋声|笛|罗|蓼花|闺感|飘,万叠|人归|拾翠|新秋|晚风|楚雨|水纹|牛|牧童|短笛|红英|罗|菡萏|蓼花|远岸|采莲|飘,新秋:3|春日书怀:1|潮:1|江亭:1|白莲花:1|春径:1|江城:1|闺感:1|笛:1|牧童:1|秋声:1|蓼花:1|飘:1|罗:1|牛:1,卷一/时令类/新秋|?/春径|?/春日书怀|卷二/宫室类/江亭|卷二/宫室类/江城|卷一/地舆类/潮|卷四/走兽类/牛|卷二/人品类/牧童|卷四/百花类/白莲花|卷一/时令类/秋声|卷三/音乐类/笛|?/罗|卷四/百花类/蓼花|卷二/丽人类/闺感|?/飘
648,新荷出水,宋,荷花,15,玉|华山|新秋|日|春风|柳花|秋径|莲子|观|镜|阁|香|鸾|鹤|麦,玉|太华|开花|日|晓露|晚风|珠颗|瑶池|贴水|走盘|镜|阑干|青鸟|香|鸾,玉:2|柳花:1|阁:1|鹤:1|观:1|秋径:1|莲子:1|麦:1|新秋:1|春风:1|华山:1|日:1|镜:1|鸾:1|香:1,卷三/珍宝类/玉|卷一/地舆类/华山|卷一/时令类/新秋|卷一/天文类/日|卷一/天文类/春风|卷四/百花类/柳花|?/秋径|卷四/百果类/莲子|卷二/宫室类/观|卷三/器用类上/镜|卷二/宫室类/阁|卷三/器用类下/香|?/鸾|卷四/飞禽类/鹤|卷四/百谷类/麦
649,三益堂芙蓉,元,荷花,18,上元|剪刀|喜雪|夏日途中|帘|扇|武夷山|灯花|烛|神仙|秋水|竹轩|芙蓉|观|贵功|酒|雪意|霞,仙掌|夜深|帘|弄月|扇|摇风|江浦|烛|画栏|秋水|红云|绛纱|翠袖|芙蓉|酒|锦袍|霞|露盘,秋水:1|芙蓉:1|武夷山:1|竹轩:1|贵功:1|神仙:1|上元:1|雪意:1|喜雪:1|夏日途中:1|观:1|灯花:1|剪刀:1|帘:1|扇:1|霞:1|酒:1|烛:1,卷一/节序类/上元|卷三/器用类上/剪刀|卷一/天文类/喜雪|?/夏日途中|卷三/器用类上/帘|卷三/器用类上/扇|卷一/地舆类/武夷山|卷三/器用类下/灯花|卷三/器用类下/烛|卷二/释老类/神仙|卷一/地舆类/秋水|卷二/宫室类/竹轩|?/芙蓉|卷二/宫室类/观|?/贵功|卷三/饮食类/酒|卷一/天文类/雪意|卷一/天文类/霞
650,并·蒂莲花,明,荷花,13,怀友|日|早春|春|春日书怀|春暮|月|水|溪|画花|笛|诗|赋,一枝|憔悴|断肠|新绿|日|春|月|水|溪|相思|诗|赋|风花,早春:1|画花:1|春暮:1|怀友:1|春日书怀:1|笛:1|溪:1|水:1|月:1|春:1|日:1|赋:1|诗:1,卷二/师友类/怀友|卷一/天文类/日|卷一/时令类/早春|卷一/时令类/春|?/春日书怀|卷一/时令类/春暮|卷一/天文类/月|卷一/地舆类/水|卷一/地舆类/溪|卷三/书画类/画花|卷三/音乐类/笛|卷二/文学类/诗|卷二/文学类/赋
651,芙藻,晋,荷花,4,水车|泉|祥云|葡萄,俯仰|清流|绿房|随风,葡萄:1|水车:1|祥云:1|泉:1,卷三/器用类上/水车|卷一/地舆类/泉|卷一/天文类/祥云|卷四/百果类/葡萄
652,曲池荷,唐,荷花,5,旅|烟|秋风|赏花|香,华池|曲岸|秋风|飘零|香,烟:1|赏花:1|秋风:1|旅:1|香:1,?/旅|卷一/天文类/烟|卷一/天文类/秋风|卷四/百花类/赏花|卷三/器用类下/香
653,莲 叶,唐,荷花,5,巾|春|玉|珠|蒲,承露|春|玉|珠|蒲,巾:1|玉:1|珠:1|春:1|蒲:1,卷三/服饰类/巾|卷一/时令类/春|卷三/珍宝类/玉|卷三/珍宝类/珠|卷三/百草类/蒲
654,芙 蓉,唐,荷花,5,新秋|晓望|秋|莲塘|赋,秋|红衣|西风|赋|闲吟,晓望:1|新秋:1|莲塘:1|赋:1|秋:1,卷一/时令类/新秋|卷三/游眺类/晓望|卷一/时令类/秋|卷一/地舆类/莲塘|卷二/文学类/赋
655,白 莲,宋,木芙蓉,5,十六夜月|水|烛|玉|迁居,三更|冯夷|昨夜|玉|碧波,十六夜月:1|烛:1|水:1|迁居:1|玉:1,卷一/天文类/十六夜月|卷一/地舆类/水|卷三/器用类下/烛|卷三/珍宝类/玉|卷二/宫室类/迁居
656,莲 塘,宋,木芙蓉,3,雨|霞|鹧鸪,波上|雨|霞,鹧鸪:1|雨:1|霞:1,卷一/天文类/雨|卷一/天文类/霞|卷四/飞禽类/鹧鸪
657,和文与可菡萏轩,宋,木芙蓉,5,上巳|寻访|春风|月桂|砧杵,开花|月明时|朱槛|水中|清香,春风:1|上巳:1|寻访:1|砧杵:1|月桂:1,卷一/节序类/上巳|卷三/游眺类/寻访|卷一/天文类/春风|卷一/天文类/月桂|?/砧杵
658,采莲曲,明,木芙蓉,8,帷幙|扇|春色|桃花|楼子芍药|水|香|鸳鸯,傍人|动风|千花|含笑|并蒂|水|香|鸳鸯,帷幙:1|扇:1|春色:1|楼子芍药:1|桃花:1|鸳鸯:1|水:1|香:1,卷三/服饰类/帷幙|卷三/器用类上/扇|卷一/时令类/春色|卷四/百花类/桃花|卷四/百花类/楼子芍药|卷一/地舆类/水|卷三/器用类下/香|卷四/飞禽类/鸳鸯
659,采莲曲,明,木芙蓉,5,白莲花|上巳|扇|残星|鸳鸯,采莲|团团|水中|盈盈|鸳鸯,白莲花:2|残星:1|上巳:1|鸳鸯:1|扇:1,卷四/百花类/白莲花|卷一/节序类/上巳|卷三/器用类上/扇|卷一/天文类/残星|卷四/飞禽类/鸳鸯
660,秋 荷,清,木芙蓉,5,围棋|女壻|残蝶|秋|秋暮,争先|摇落|无力|秋|风姿,秋暮:1|女壻:1|残蝶:1|围棋:1|秋:1,?/围棋|卷二/人伦类/女壻|卷四/昆虫类/残蝶|卷一/时令类/秋|卷一/时令类/秋暮
661,采莲曲二首(其二),唐,木芙蓉,5,不见|夏|美人|芙蓉|蒲,不见|池中|罗裙|芙蓉|荷叶,夏:1|美人:1|芙蓉:1|蒲:1|不见:1,?/不见|卷一/时令类/夏|卷二/丽人类/美人|?/芙蓉|卷三/百草类/蒲
662,莲 叶,唐,木芙蓉,9,待月|水|沙|白莲花|舟|莲子|雨|香|鸳鸯,倚槛|柄柄|水|沙|舟|雨|风摇|香|鸳鸯,待月:1|白莲花:1|莲子:1|鸳鸯:1|舟:1|水:1|香:1|沙:1|雨:1,卷一/天文类/待月|卷一/地舆类/水|卷一/地舆类/沙|卷四/百花类/白莲花|卷三/器用类上/舟|卷四/百果类/莲子|卷一/天文类/雨|卷三/器用类下/香|卷四/飞禽类/鸳鸯
663,白 莲,唐,木芙蓉,5,花|岛屿|慵粧|月|鹤,花|晓风|月|有恨|瑶池,花:2|鹤:1|慵粧:1|岛屿:1|月:1,卷四/百花类/花|卷一/地舆类/岛屿|卷二/丽人类/慵粧|卷一/天文类/月|卷四/飞禽类/鹤
664,采 莲,五代,木芙蓉,4,新秋|水|白莲花|香,水|菡萏|采莲|香,新秋:1|白莲花:1|香:1|水:1,卷一/时令类/新秋|卷一/地舆类/水|卷四/百花类/白莲花|卷三/器用类下/香
665,雨中荷花,宋,木芙蓉,8,亡|帷幙|水阁|珠|秋兴|蔷维|谢惠扇|香,临水|佳人|珠|碧浪|翠盖|零落|风来|香,蔷维:1|帷幙:1|秋兴:1|谢惠扇:1|水阁:1|亡:1|香:1|珠:1,?/亡|卷三/服饰类/帷幙|卷二/宫室类/水阁|卷三/珍宝类/珠|卷一/时令类/秋兴|?/蔷维|卷三/谢惠类/谢惠扇|卷三/器用类下/香
666,荷 叶,宋,木芙蓉,13,候|白莲花|初夏|夏|水车|渔舟|石洞|硙|祥云|立秋|莲花|谢惠扇|香,亭亭|俯仰|水面|池面|波间|激激|玉立|田田|荷叶|荷花|采莲|随风|露下|风来|香,候:2|白莲花:2|谢惠扇:1|硙:1|渔舟:1|立秋:1|莲花:1|石洞:1|初夏:1|夏:1|祥云:1|水车:1|香:1,?/候|卷四/百花类/白莲花|卷一/时令类/初夏|卷一/时令类/夏|卷三/器用类上/水车|卷三/器用类上/渔舟|卷一/地舆类/石洞|?/硙|卷一/天文类/祥云|卷一/节序类/立秋|卷四/百花类/莲花|卷三/谢惠类/谢惠扇|卷三/器用类下/香
667,荷 花,宋,木芙蓉,5,候|天|日|海棠|风,亭亭|天|娇娆|日|风,候:1|海棠:1|风:1|天:1|日:1,?/候|卷一/天文类/天|卷一/天文类/日|?/海棠|卷一/天文类/风
668,横 湖,宋,荷花,4,书简|画山水|秋光|蔷维,云锦|天机|秋光|翠盖,蔷维:1|画山水:1|书简:1|秋光:1,卷二/文学类/书简|卷三/书画类/画山水|?/秋光|?/蔷维
669,晓出净慈寺送林子方,宋,荷花,8,天|伏|初夏|孤峰|清明|溪居|滑稽|莲花,六月|四时|天|无穷|映日|荷花|莲叶|西湖|风光,天:2|莲花:1|伏:1|清明:1|溪居:1|滑稽:1|孤峰:1|初夏:1,卷一/天文类/天|卷一/节序类/伏|卷一/时令类/初夏|卷一/地舆类/孤峰|卷一/节序类/清明|卷二/宫室类/溪居|卷二/志气类/滑稽|卷四/百花类/莲花
670,再赋郡沼双莲,宋,荷花,5,云|画花|白莲花|迁居|镜,一枝|云|千载|合欢|连理,迁居:1|白莲花:1|画花:1|镜:1|云:1,卷一/天文类/云|卷三/书画类/画花|卷四/百花类/白莲花|卷二/宫室类/迁居|卷三/器用类上/镜
671,立秋后二日泛舟越来溪,宋,荷花,4,新秋|水亭|溪|石洞,水面|溪|红莲|西风,新秋:1|石洞:1|水亭:1|溪:1,卷一/时令类/新秋|卷二/宫室类/水亭|卷一/地舆类/溪|卷一/地舆类/石洞
672,荷 花,宋,荷花,4,白莲花|云|冬雨|喜雪,南浦|清秋|片片|露冷|风折,白莲花:2|云:1|喜雪:1|冬雨:1,卷四/百花类/白莲花|卷一/天文类/云|卷一/天文类/冬雨|卷一/天文类/喜雪
673,梦行荷花万顷中,宋,荷花,5,月|风|天|春夜|远水,月|风|天|花香|茫茫,风:2|月:2|远水:1|春夜:1|天:1,卷一/天文类/月|卷一/天文类/风|卷一/天文类/天|卷一/时令类/春夜|?/远水
674,荷 亭,宋,荷花,8,亭|夏|残星|秋兴|笳|舟|雨|风,中夜|临水|五更|亭|舟|荷叶|雨|风,秋兴:1|笳:1|夏:1|残星:1|亭:1|舟:1|雨:1|风:1,卷二/宫室类/亭|卷一/时令类/夏|卷一/天文类/残星|卷一/时令类/秋兴|卷三/音乐类/笳|卷三/器用类上/舟|卷一/天文类/雨|卷一/天文类/风
675,新 荷,宋,荷花,5,桂花|水|芳草|迁居|远山,叶底|平波|湖光|翠色|荡漾,迁居:1|远山:1|芳草:1|水:1|桂花:1,卷四/百花类/桂花|卷一/地舆类/水|卷三/百草类/芳草|卷二/宫室类/迁居|?/远山
676,荷 叶,宋,荷花,4,候|园亭|杵臼|踏青,亭亭|无风|清气|芳菲,踏青:1|候:1|园亭:1|杵臼:1,?/候|卷二/宫室类/园亭|卷三/器用类上/杵臼|卷三/游眺类/踏青
677,荷 花,金,荷花,7,伏|春夜|江城|玉|藕|郊行|霞,六月|天光|日落|沙禽|玉|花香|藕,江城:1|伏:1|霞:1|郊行:1|春夜:1|玉:1|藕:1,卷一/节序类/伏|卷一/时令类/春夜|卷二/宫室类/江城|卷三/珍宝类/玉|卷四/百果类/藕|卷三/游眺类/郊行|卷一/天文类/霞
678,荷叶露,金,荷花,7,新秋|春暮|泉|犬|珠|迁居|远水,主人|将归|泉|渺渺|珠|碧波|西风,春暮:1|新秋:1|远水:1|迁居:1|犬:1|泉:1|珠:1,卷一/时令类/新秋|卷一/时令类/春暮|卷一/地舆类/泉|卷四/走兽类/犬|卷三/珍宝类/珠|卷二/宫室类/迁居|?/远水
679,藕 花,明,荷花,7,雨|鸳鸯|夏|水|花|藕|陂塘,交颈|水|花|荷叶|莲房|藕|雨|霏霏|鸳鸯,雨:2|鸳鸯:2|陂塘:1|夏:1|藕:1|花:1|水:1,卷一/天文类/雨|卷四/飞禽类/鸳鸯|卷一/时令类/夏|卷一/地舆类/水|卷四/百花类/花|卷四/百果类/藕|卷一/地舆类/陂塘
680,再过露筋祠,清,荷花,7,云|帐|月|江亭|渔矶|烟|闲居,云|月|烟|系缆|翠羽|野风|门外,帐:1|渔矶:1|闲居:1|江亭:1|云:1|烟:1|月:1,卷一/天文类/云|卷三/服饰类/帐|卷一/天文类/月|卷二/宫室类/江亭|卷一/地舆类/渔矶|卷一/天文类/烟|卷二/宫室类/闲居
681,芙 蓉,清,荷花,5,几|寻访|水|江湖|竹,几|桥边|水|照影|竹,寻访:1|江湖:1|几:1|水:1|竹:1,卷三/器用类上/几|卷三/游眺类/寻访|卷一/地舆类/水|?/江湖|卷四/竹木类/竹
682,临平道中看荷花，同朱冰壑、陈渔沂,清,木芙蓉,7,扇|晒|楼|水声|游春|潮|秋晚,凉月|扇|晒|看花|花气|落霞|风前,水声:1|秋晚:1|楼:1|潮:1|游春:1|扇:1|晒:1,卷三/器用类上/扇|?/晒|卷二/宫室类/楼|卷一/地舆类/水声|卷一/时令类/游春|卷一/地舆类/潮|?/秋晚
683,如梦令,宋,木芙蓉,10,渡|亭|园|日|浦|溪|舟|芦花|藕|送道士,渡|一滩|亭|回舟|归路|日|溪|花深|藕|鸥鹭,渡:2|送道士:1|舟:1|园:1|芦花:1|浦:1|溪:1|亭:1|日:1|藕:1,卷一/地舆类/渡|卷二/宫室类/亭|卷一/地舆类/园|卷一/天文类/日|卷一/地舆类/浦|卷一/地舆类/溪|卷三/器用类上/舟|卷四/百花类/芦花|卷四/百果类/藕|卷二/释老类/送道士
684,乌夜啼,宋,木芙蓉,7,云|松风|残菊|玉|花|香|鸽,云|数枝|松风|玉|花|飞去|香,松风:1|残菊:1|鸽:1|香:1|玉:1|云:1|花:1,卷一/天文类/云|卷一/天文类/松风|卷四/百花类/残菊|卷三/珍宝类/玉|卷四/百花类/花|卷三/器用类下/香|卷四/飞禽类/鸽
