词,C3,C3_zh,C2,C1,词长
气死了,vexed,烦恼苦闷,disgust,negative,3
没想到,vexed,烦恼苦闷,disgust,negative,3
等不及,vexed,烦恼苦闷,disgust,negative,3
经得起,vexed,烦恼苦闷,disgust,negative,3
茫茫然,vexed,烦恼苦闷,disgust,negative,3
费功夫,vexed,烦恼苦闷,disgust,negative,3
费精神,vexed,烦恼苦闷,disgust,negative,3
难上难,vexed,烦恼苦闷,disgust,negative,3
顽强地,vexed,烦恼苦闷,disgust,negative,3
一再,vexed,烦恼苦闷,disgust,negative,2
不便,vexed,烦恼苦闷,disgust,negative,2
不兴,vexed,烦恼苦闷,disgust,negative,2
不大,vexed,烦恼苦闷,disgust,negative,2
不巧,vexed,烦恼苦闷,disgust,negative,2
不悦,vexed,烦恼苦闷,disgust,negative,2
不慎,vexed,烦恼苦闷,disgust,negative,2
不明,vexed,烦恼苦闷,disgust,negative,2
不易,vexed,烦恼苦闷,disgust,negative,2
不暇,vexed,烦恼苦闷,disgust,negative,2
不甘,vexed,烦恼苦闷,disgust,negative,2
不眠,vexed,烦恼苦闷,disgust,negative,2
不耐,vexed,烦恼苦闷,disgust,negative,2
不能,vexed,烦恼苦闷,disgust,negative,2
不详,vexed,烦恼苦闷,disgust,negative,2
不过,vexed,烦恼苦闷,disgust,negative,2
不适,vexed,烦恼苦闷,disgust,negative,2
两难,vexed,烦恼苦闷,disgust,negative,2
严加,vexed,烦恼苦闷,disgust,negative,2
丧气,vexed,烦恼苦闷,disgust,negative,2
乌云,vexed,烦恼苦闷,disgust,negative,2
乏力,vexed,烦恼苦闷,disgust,negative,2
乏味,vexed,烦恼苦闷,disgust,negative,2
乞食,vexed,烦恼苦闷,disgust,negative,2
乱世,vexed,烦恼苦闷,disgust,negative,2
乱离,vexed,烦恼苦闷,disgust,negative,2
乱结,vexed,烦恼苦闷,disgust,negative,2
争执,vexed,烦恼苦闷,disgust,negative,2
争论,vexed,烦恼苦闷,disgust,negative,2
争辩,vexed,烦恼苦闷,disgust,negative,2
人祸,vexed,烦恼苦闷,disgust,negative,2
低头,vexed,烦恼苦闷,disgust,negative,2
何不,vexed,烦恼苦闷,disgust,negative,2
何必,vexed,烦恼苦闷,disgust,negative,2
何苦,vexed,烦恼苦闷,disgust,negative,2
作罢,vexed,烦恼苦闷,disgust,negative,2
倒运,vexed,烦恼苦闷,disgust,negative,2
偏偏,vexed,烦恼苦闷,disgust,negative,2
偷闲,vexed,烦恼苦闷,disgust,negative,2
内忧,vexed,烦恼苦闷,disgust,negative,2
冤人,vexed,烦恼苦闷,disgust,negative,2
冤屈,vexed,烦恼苦闷,disgust,negative,2
冤死,vexed,烦恼苦闷,disgust,negative,2
冤民,vexed,烦恼苦闷,disgust,negative,2
冤狱,vexed,烦恼苦闷,disgust,negative,2
冤苦,vexed,烦恼苦闷,disgust,negative,2
冰炭,vexed,烦恼苦闷,disgust,negative,2
冷遇,vexed,烦恼苦闷,disgust,negative,2
凌乱,vexed,烦恼苦闷,disgust,negative,2
凭空,vexed,烦恼苦闷,disgust,negative,2
劝降,vexed,烦恼苦闷,disgust,negative,2
劣势,vexed,烦恼苦闷,disgust,negative,2
劳累,vexed,烦恼苦闷,disgust,negative,2
勉强,vexed,烦恼苦闷,disgust,negative,2
单调,vexed,烦恼苦闷,disgust,negative,2
却步,vexed,烦恼苦闷,disgust,negative,2
压抑,vexed,烦恼苦闷,disgust,negative,2
厌倦,vexed,烦恼苦闷,disgust,negative,2
发愁,vexed,烦恼苦闷,disgust,negative,2
受伤,vexed,烦恼苦闷,disgust,negative,2
受制,vexed,烦恼苦闷,disgust,negative,2
受屈,vexed,烦恼苦闷,disgust,negative,2
受挫,vexed,烦恼苦闷,disgust,negative,2
受罪,vexed,烦恼苦闷,disgust,negative,2
受苦,vexed,烦恼苦闷,disgust,negative,2
受辱,vexed,烦恼苦闷,disgust,negative,2
受过,vexed,烦恼苦闷,disgust,negative,2
受阻,vexed,烦恼苦闷,disgust,negative,2
受难,vexed,烦恼苦闷,disgust,negative,2
口舌,vexed,烦恼苦闷,disgust,negative,2
吃亏,vexed,烦恼苦闷,disgust,negative,2
吃力,vexed,烦恼苦闷,disgust,negative,2
吆喝,vexed,烦恼苦闷,disgust,negative,2
吵闹,vexed,烦恼苦闷,disgust,negative,2
周折,vexed,烦恼苦闷,disgust,negative,2
周旋,vexed,烦恼苦闷,disgust,negative,2
咄嗟,vexed,烦恼苦闷,disgust,negative,2
喧嚣,vexed,烦恼苦闷,disgust,negative,2
喧嚷,vexed,烦恼苦闷,disgust,negative,2
喧天,vexed,烦恼苦闷,disgust,negative,2
喧杂,vexed,烦恼苦闷,disgust,negative,2
喧闹,vexed,烦恼苦闷,disgust,negative,2
困局,vexed,烦恼苦闷,disgust,negative,2
困惑,vexed,烦恼苦闷,disgust,negative,2
困扰,vexed,烦恼苦闷,disgust,negative,2
困穷,vexed,烦恼苦闷,disgust,negative,2
困窘,vexed,烦恼苦闷,disgust,negative,2
困顿,vexed,烦恼苦闷,disgust,negative,2
埋没,vexed,烦恼苦闷,disgust,negative,2
塞到,vexed,烦恼苦闷,disgust,negative,2
境困,vexed,烦恼苦闷,disgust,negative,2
复杂,vexed,烦恼苦闷,disgust,negative,2
外患,vexed,烦恼苦闷,disgust,negative,2
多虑,vexed,烦恼苦闷,disgust,negative,2
太闲,vexed,烦恼苦闷,disgust,negative,2
失业,vexed,烦恼苦闷,disgust,negative,2
失事,vexed,烦恼苦闷,disgust,negative,2
失利,vexed,烦恼苦闷,disgust,negative,2
失势,vexed,烦恼苦闷,disgust,negative,2
失和,vexed,烦恼苦闷,disgust,negative,2
失守,vexed,烦恼苦闷,disgust,negative,2
失手,vexed,烦恼苦闷,disgust,negative,2
失效,vexed,烦恼苦闷,disgust,negative,2
失时,vexed,烦恼苦闷,disgust,negative,2
失眠,vexed,烦恼苦闷,disgust,negative,2
好不,vexed,烦恼苦闷,disgust,negative,2
害死,vexed,烦恼苦闷,disgust,negative,2
寡欢,vexed,烦恼苦闷,disgust,negative,2
对付,vexed,烦恼苦闷,disgust,negative,2
将就,vexed,烦恼苦闷,disgust,negative,2
尘嚣,vexed,烦恼苦闷,disgust,negative,2
尘垢,vexed,烦恼苦闷,disgust,negative,2
尴尬,vexed,烦恼苦闷,disgust,negative,2
屈从,vexed,烦恼苦闷,disgust,negative,2
屈没,vexed,烦恼苦闷,disgust,negative,2
屏障,vexed,烦恼苦闷,disgust,negative,2
崩溃,vexed,烦恼苦闷,disgust,negative,2
平扁,vexed,烦恼苦闷,disgust,negative,2
幽忧,vexed,烦恼苦闷,disgust,negative,2
幽怨,vexed,烦恼苦闷,disgust,negative,2
幽恨,vexed,烦恼苦闷,disgust,negative,2
幽愁,vexed,烦恼苦闷,disgust,negative,2
幽愤,vexed,烦恼苦闷,disgust,negative,2
弄翻,vexed,烦恼苦闷,disgust,negative,2
彷徨,vexed,烦恼苦闷,disgust,negative,2
徒劳,vexed,烦恼苦闷,disgust,negative,2
徘徊,vexed,烦恼苦闷,disgust,negative,2
心机,vexed,烦恼苦闷,disgust,negative,2
心潮,vexed,烦恼苦闷,disgust,negative,2
心烦,vexed,烦恼苦闷,disgust,negative,2
心焦,vexed,烦恼苦闷,disgust,negative,2
必死,vexed,烦恼苦闷,disgust,negative,2
忍受,vexed,烦恼苦闷,disgust,negative,2
忍耐,vexed,烦恼苦闷,disgust,negative,2
忍耻,vexed,烦恼苦闷,disgust,negative,2
忧心,vexed,烦恼苦闷,disgust,negative,2
忧患,vexed,烦恼苦闷,disgust,negative,2
忧愁,vexed,烦恼苦闷,disgust,negative,2
忧虑,vexed,烦恼苦闷,disgust,negative,2
忧郁,vexed,烦恼苦闷,disgust,negative,2
怅惘,vexed,烦恼苦闷,disgust,negative,2
怅然,vexed,烦恼苦闷,disgust,negative,2
怆然,vexed,烦恼苦闷,disgust,negative,2
怎样,vexed,烦恼苦闷,disgust,negative,2
怨情,vexed,烦恼苦闷,disgust,negative,2
怨愁,vexed,烦恼苦闷,disgust,negative,2
怨苦,vexed,烦恼苦闷,disgust,negative,2
恼人,vexed,烦恼苦闷,disgust,negative,2
患病,vexed,烦恼苦闷,disgust,negative,2
悲恨,vexed,烦恼苦闷,disgust,negative,2
情绪,vexed,烦恼苦闷,disgust,negative,2
情面,vexed,烦恼苦闷,disgust,negative,2
惆怅,vexed,烦恼苦闷,disgust,negative,2
惘然,vexed,烦恼苦闷,disgust,negative,2
惝恍,vexed,烦恼苦闷,disgust,negative,2
惶惑,vexed,烦恼苦闷,disgust,negative,2
愁城,vexed,烦恼苦闷,disgust,negative,2
愁容,vexed,烦恼苦闷,disgust,negative,2
愁怀,vexed,烦恼苦闷,disgust,negative,2
愁思,vexed,烦恼苦闷,disgust,negative,2
愁惨,vexed,烦恼苦闷,disgust,negative,2
愁眉,vexed,烦恼苦闷,disgust,negative,2
愁绪,vexed,烦恼苦闷,disgust,negative,2
愁肠,vexed,烦恼苦闷,disgust,negative,2
愁苦,vexed,烦恼苦闷,disgust,negative,2
愁闷,vexed,烦恼苦闷,disgust,negative,2
憾事,vexed,烦恼苦闷,disgust,negative,2
懊丧,vexed,烦恼苦闷,disgust,negative,2
懊恼,vexed,烦恼苦闷,disgust,negative,2
懒得,vexed,烦恼苦闷,disgust,negative,2
打扰,vexed,烦恼苦闷,disgust,negative,2
打赌,vexed,烦恼苦闷,disgust,negative,2
抑郁,vexed,烦恼苦闷,disgust,negative,2
折断,vexed,烦恼苦闷,disgust,negative,2
折磨,vexed,烦恼苦闷,disgust,negative,2
抱病,vexed,烦恼苦闷,disgust,negative,2
抹去,vexed,烦恼苦闷,disgust,negative,2
担心,vexed,烦恼苦闷,disgust,negative,2
担虑,vexed,烦恼苦闷,disgust,negative,2
拉扯,vexed,烦恼苦闷,disgust,negative,2
挨饿,vexed,烦恼苦闷,disgust,negative,2
挫折,vexed,烦恼苦闷,disgust,negative,2
摆弄,vexed,烦恼苦闷,disgust,negative,2
撞死,vexed,烦恼苦闷,disgust,negative,2
操心,vexed,烦恼苦闷,disgust,negative,2
敲打,vexed,烦恼苦闷,disgust,negative,2
无助,vexed,烦恼苦闷,disgust,negative,2
无法,vexed,烦恼苦闷,disgust,negative,2
无耐,vexed,烦恼苦闷,disgust,negative,2
无聊,vexed,烦恼苦闷,disgust,negative,2
早衰,vexed,烦恼苦闷,disgust,negative,2
昏睡,vexed,烦恼苦闷,disgust,negative,2
昏黑,vexed,烦恼苦闷,disgust,negative,2
暗讽,vexed,烦恼苦闷,disgust,negative,2
曲直,vexed,烦恼苦闷,disgust,negative,2
曲解,vexed,烦恼苦闷,disgust,negative,2
束手,vexed,烦恼苦闷,disgust,negative,2
束缚,vexed,烦恼苦闷,disgust,negative,2
枯燥,vexed,烦恼苦闷,disgust,negative,2
桎梏,vexed,烦恼苦闷,disgust,negative,2
死了,vexed,烦恼苦闷,disgust,negative,2
死地,vexed,烦恼苦闷,disgust,negative,2
殷忧,vexed,烦恼苦闷,disgust,negative,2
气盛,vexed,烦恼苦闷,disgust,negative,2
气粗,vexed,烦恼苦闷,disgust,negative,2
求乞,vexed,烦恼苦闷,disgust,negative,2
沉吟,vexed,烦恼苦闷,disgust,negative,2
沉寂,vexed,烦恼苦闷,disgust,negative,2
沉愁,vexed,烦恼苦闷,disgust,negative,2
沉郁,vexed,烦恼苦闷,disgust,negative,2
沉闷,vexed,烦恼苦闷,disgust,negative,2
没到,vexed,烦恼苦闷,disgust,negative,2
没能,vexed,烦恼苦闷,disgust,negative,2
波折,vexed,烦恼苦闷,disgust,negative,2
流离,vexed,烦恼苦闷,disgust,negative,2
浓烟,vexed,烦恼苦闷,disgust,negative,2
浪迹,vexed,烦恼苦闷,disgust,negative,2
浮躁,vexed,烦恼苦闷,disgust,negative,2
消极,vexed,烦恼苦闷,disgust,negative,2
消沉,vexed,烦恼苦闷,disgust,negative,2
深重,vexed,烦恼苦闷,disgust,negative,2
溽暑,vexed,烦恼苦闷,disgust,negative,2
激战,vexed,烦恼苦闷,disgust,negative,2
灰暗,vexed,烦恼苦闷,disgust,negative,2
灾祸,vexed,烦恼苦闷,disgust,negative,2
烦乱,vexed,烦恼苦闷,disgust,negative,2
烦忧,vexed,烦恼苦闷,disgust,negative,2
烦恼,vexed,烦恼苦闷,disgust,negative,2
烦扰,vexed,烦恼苦闷,disgust,negative,2
烦琐,vexed,烦恼苦闷,disgust,negative,2
烦闷,vexed,烦恼苦闷,disgust,negative,2
烦难,vexed,烦恼苦闷,disgust,negative,2
焦灼,vexed,烦恼苦闷,disgust,negative,2
焦燥,vexed,烦恼苦闷,disgust,negative,2
焦虑,vexed,烦恼苦闷,disgust,negative,2
焦躁,vexed,烦恼苦闷,disgust,negative,2
熬煎,vexed,烦恼苦闷,disgust,negative,2
牵掣,vexed,烦恼苦闷,disgust,negative,2
牵涉,vexed,烦恼苦闷,disgust,negative,2
牵累,vexed,烦恼苦闷,disgust,negative,2
牵连,vexed,烦恼苦闷,disgust,negative,2
犯难,vexed,烦恼苦闷,disgust,negative,2
率然,vexed,烦恼苦闷,disgust,negative,2
琐碎,vexed,烦恼苦闷,disgust,negative,2
琐细,vexed,烦恼苦闷,disgust,negative,2
生气,vexed,烦恼苦闷,disgust,negative,2
申明,vexed,烦恼苦闷,disgust,negative,2
疑虑,vexed,烦恼苦闷,disgust,negative,2
疲倦,vexed,烦恼苦闷,disgust,negative,2
疲劳,vexed,烦恼苦闷,disgust,negative,2
疲困,vexed,烦恼苦闷,disgust,negative,2
疲惫,vexed,烦恼苦闷,disgust,negative,2
白白,vexed,烦恼苦闷,disgust,negative,2
相差,vexed,烦恼苦闷,disgust,negative,2
相撞,vexed,烦恼苦闷,disgust,negative,2
瞌睡,vexed,烦恼苦闷,disgust,negative,2
破损,vexed,烦恼苦闷,disgust,negative,2
破裂,vexed,烦恼苦闷,disgust,negative,2
碰壁,vexed,烦恼苦闷,disgust,negative,2
碰撞,vexed,烦恼苦闷,disgust,negative,2
磕磕,vexed,烦恼苦闷,disgust,negative,2
磨损,vexed,烦恼苦闷,disgust,negative,2
神伤,vexed,烦恼苦闷,disgust,negative,2
离乱,vexed,烦恼苦闷,disgust,negative,2
离愁,vexed,烦恼苦闷,disgust,negative,2
离散,vexed,烦恼苦闷,disgust,negative,2
离题,vexed,烦恼苦闷,disgust,negative,2
积郁,vexed,烦恼苦闷,disgust,negative,2
穷困,vexed,烦恼苦闷,disgust,negative,2
穷期,vexed,烦恼苦闷,disgust,negative,2
空虚,vexed,烦恼苦闷,disgust,negative,2
窒息,vexed,烦恼苦闷,disgust,negative,2
窘况,vexed,烦恼苦闷,disgust,negative,2
窘态,vexed,烦恼苦闷,disgust,negative,2
窘迫,vexed,烦恼苦闷,disgust,negative,2
精难,vexed,烦恼苦闷,disgust,negative,2
索然,vexed,烦恼苦闷,disgust,negative,2
累赘,vexed,烦恼苦闷,disgust,negative,2
絮乱,vexed,烦恼苦闷,disgust,negative,2
絮絮,vexed,烦恼苦闷,disgust,negative,2
絮语,vexed,烦恼苦闷,disgust,negative,2
繁冗,vexed,烦恼苦闷,disgust,negative,2
繁复,vexed,烦恼苦闷,disgust,negative,2
繁琐,vexed,烦恼苦闷,disgust,negative,2
繁缛,vexed,烦恼苦闷,disgust,negative,2
繁重,vexed,烦恼苦闷,disgust,negative,2
纠纷,vexed,烦恼苦闷,disgust,negative,2
约束,vexed,烦恼苦闷,disgust,negative,2
纳闷,vexed,烦恼苦闷,disgust,negative,2
纷乱,vexed,烦恼苦闷,disgust,negative,2
纷扰,vexed,烦恼苦闷,disgust,negative,2
纷繁,vexed,烦恼苦闷,disgust,negative,2
纷纭,vexed,烦恼苦闷,disgust,negative,2
终结,vexed,烦恼苦闷,disgust,negative,2
经心,vexed,烦恼苦闷,disgust,negative,2
缠绕,vexed,烦恼苦闷,disgust,negative,2
罗网,vexed,烦恼苦闷,disgust,negative,2
罢了,vexed,烦恼苦闷,disgust,negative,2
罢休,vexed,烦恼苦闷,disgust,negative,2
罢修,vexed,烦恼苦闷,disgust,negative,2
罢官,vexed,烦恼苦闷,disgust,negative,2
羁绊,vexed,烦恼苦闷,disgust,negative,2
耽心,vexed,烦恼苦闷,disgust,negative,2
背时,vexed,烦恼苦闷,disgust,negative,2
自制,vexed,烦恼苦闷,disgust,negative,2
艰难,vexed,烦恼苦闷,disgust,negative,2
苍黄,vexed,烦恼苦闷,disgust,negative,2
苦事,vexed,烦恼苦闷,disgust,negative,2
苦于,vexed,烦恼苦闷,disgust,negative,2
苦境,vexed,烦恼苦闷,disgust,negative,2
苦恋,vexed,烦恼苦闷,disgust,negative,2
苦恼,vexed,烦恼苦闷,disgust,negative,2
苦战,vexed,烦恼苦闷,disgust,negative,2
苦闷,vexed,烦恼苦闷,disgust,negative,2
莫名,vexed,烦恼苦闷,disgust,negative,2
落败,vexed,烦恼苦闷,disgust,negative,2
落魄,vexed,烦恼苦闷,disgust,negative,2
蒙受,vexed,烦恼苦闷,disgust,negative,2
衔冤,vexed,烦恼苦闷,disgust,negative,2
被打,vexed,烦恼苦闷,disgust,negative,2
裹挟,vexed,烦恼苦闷,disgust,negative,2
西晒,vexed,烦恼苦闷,disgust,negative,2
要命,vexed,烦恼苦闷,disgust,negative,2
议论,vexed,烦恼苦闷,disgust,negative,2
诉苦,vexed,烦恼苦闷,disgust,negative,2
谪居,vexed,烦恼苦闷,disgust,negative,2
败北,vexed,烦恼苦闷,disgust,negative,2
贫困,vexed,烦恼苦闷,disgust,negative,2
贫穷,vexed,烦恼苦闷,disgust,negative,2
贫苦,vexed,烦恼苦闷,disgust,negative,2
费力,vexed,烦恼苦闷,disgust,negative,2
费时,vexed,烦恼苦闷,disgust,negative,2
费解,vexed,烦恼苦闷,disgust,negative,2
走开,vexed,烦恼苦闷,disgust,negative,2
跋涉,vexed,烦恼苦闷,disgust,negative,2
踌躇,vexed,烦恼苦闷,disgust,negative,2
蹭蹬,vexed,烦恼苦闷,disgust,negative,2
输了,vexed,烦恼苦闷,disgust,negative,2
辛苦,vexed,烦恼苦闷,disgust,negative,2
迷失,vexed,烦恼苦闷,disgust,negative,2
迷幻,vexed,烦恼苦闷,disgust,negative,2
迷惑,vexed,烦恼苦闷,disgust,negative,2
迷惘,vexed,烦恼苦闷,disgust,negative,2
迷濛,vexed,烦恼苦闷,disgust,negative,2
迷离,vexed,烦恼苦闷,disgust,negative,2
迷茫,vexed,烦恼苦闷,disgust,negative,2
逆境,vexed,烦恼苦闷,disgust,negative,2
逼迫,vexed,烦恼苦闷,disgust,negative,2
遗恨,vexed,烦恼苦闷,disgust,negative,2
遭伤,vexed,烦恼苦闷,disgust,negative,2
遭受,vexed,烦恼苦闷,disgust,negative,2
遭挫,vexed,烦恼苦闷,disgust,negative,2
遭殃,vexed,烦恼苦闷,disgust,negative,2
遭贬,vexed,烦恼苦闷,disgust,negative,2
遭逢,vexed,烦恼苦闷,disgust,negative,2
郁悒,vexed,烦恼苦闷,disgust,negative,2
郁然,vexed,烦恼苦闷,disgust,negative,2
郁积,vexed,烦恼苦闷,disgust,negative,2
郁纡,vexed,烦恼苦闷,disgust,negative,2
郁闷,vexed,烦恼苦闷,disgust,negative,2
酷热,vexed,烦恼苦闷,disgust,negative,2
重压,vexed,烦恼苦闷,disgust,negative,2
重负,vexed,烦恼苦闷,disgust,negative,2
锁链,vexed,烦恼苦闷,disgust,negative,2
错杂,vexed,烦恼苦闷,disgust,negative,2
问题,vexed,烦恼苦闷,disgust,negative,2
闲愁,vexed,烦恼苦闷,disgust,negative,2
闲闷,vexed,烦恼苦闷,disgust,negative,2
